title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
రవీంద్ర చికెన్ సెంటర్,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=%E0%B0%B0%E0%B0%B5%E0%B1%80%E0%B0%82%E0%B0%A6%E0%B1%8D%E0%B0%B0%20%E0%B0%9A%E0%B0%BF%E0%B0%95%E0%B1%86%E0%B0%A8%E0%B1%8D%20%E0%B0%B8%E0%B1%86%E0%B0%82%E0%B0%9F%E0%B0%B0%E0%B1%8D&query_place_id=ChIJJyTwBXtCOToR1sA381vsw8g,Restaurant
Priya Dhaba,3.7,107.0,Unnamed Road,Visakhapatnam,Andhra Pradesh,IN,,+91 94916 60303,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Priya%20Dhaba&query_place_id=ChIJoy-6_8NDOToRevIjPb5BtO4,Restaurant
MILAN RESTURANT,,,Shop No-1,Visakhapatnam,Andhra Pradesh,IN,,+91 86889 84442,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MILAN%20RESTURANT&query_place_id=ChIJZaV3ga9DOToR9hWVAUhxxww,Fast food restaurant
Zaika Momo's,,,,Visakhapatnam,Andhra Pradesh,IN,,+91 95812 56225,Momo restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zaika%20Momo's&query_place_id=ChIJkZM9kChDOToRjpHQCbDY1IU,Momo restaurant
Shiva sai dhaba,3.9,54.0,High School Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 80993 09596,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shiva%20sai%20dhaba&query_place_id=ChIJb6f91ktDOToR20c8exmcPBQ,Restaurant
FOODIEZ CORNER,4.8,6.0,"JAI ANDHRA COLONY, nearby HANUMAN TEMPLE",Visakhapatnam,Andhra Pradesh,IN,,,Pizza restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=FOODIEZ%20CORNER&query_place_id=ChIJI4STdaVDOToR-tTBB8dLNI8,Pizza restaurant
"Domino's Pizza | Nausena Bagh, Visakhapatnam",2.5,124.0,"Shop No. 1 & 2, Food Court",Visakhapatnam,Andhra Pradesh,IN,https://www.dominos.co.in/,+91 1800 208 1234,Pizza restaurant,Italian restaurant,Pizza delivery,Pizza Takeout,Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Domino's%20Pizza%20%7C%20Nausena%20Bagh%2C%20Visakhapatnam&query_place_id=ChIJL9sGSABDOToRaiIscjQvQgY,Pizza restaurant
Food Court,4.0,79.0,M7P7+XMX,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Breakfast restaurant,Food court,,,,,,,,https://www.google.com/maps/search/?api=1&query=Food%20Court&query_place_id=ChIJYT4hXGRCOToRvzCqwelQfcU,Restaurant
Anna's Kitchen,3.6,65.0,"Food Court, Near",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Anna's%20Kitchen&query_place_id=ChIJw4t6h4JDOToRKDil_-mJS1k,Restaurant
Sharma Rasoi,3.6,10.0,"M7P7+XJW, main road",Visakhapatnam,Andhra Pradesh,IN,,+91 73681 51500,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sharma%20Rasoi&query_place_id=ChIJKxYh8GRCOToR_IDhfpnNUbw,Indian restaurant
Cabritoz Arabic Mandi Restaurant,4.1,3939.0,opp. Varun Inox,Visakhapatnam,Andhra Pradesh,IN,,+91 96762 57779,Middle Eastern restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cabritoz%20Arabic%20Mandi%20Restaurant&query_place_id=ChIJ1ZFHpNFDOToRgF0cLEWi_24,Middle Eastern restaurant
Chaitra catering,2.0,2.0,M7M4+W54,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chaitra%20catering&query_place_id=ChIJxR6IDgBDOToRsvwYCWupDBM,Restaurant
Hotplate By Railofy- Order Food Delivery in Train in Visakhapatnam,4.7,104.0,"40-2-79, 40-2-79, Kailasapuram Rd",Visakhapatnam,Andhra Pradesh,IN,http://www.railofy.com/order-food-in-train/VSKP?utm_source=gmbvskp,,Delivery Restaurant,Delivery Chinese restaurant,Fast food restaurant,Railway services,Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Hotplate%20By%20Railofy-%20Order%20Food%20Delivery%20in%20Train%20in%20Visakhapatnam&query_place_id=ChIJEUPfkQdDOToR9pxilTqbuEk,Delivery Restaurant
Taj foods,1.0,1.0,"Taj foods center, Railway New Colony Rd, near hotel simha giri",Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Taj%20foods&query_place_id=ChIJVb0lnCdDOToRNmtf0gCzlh4,Biryani restaurant
Biryani Hub,,,"P7JR+VQX, Sivalayam Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Biryani%20Hub&query_place_id=ChIJJZwgi9dCOToR_TPGp2GoMEM,Restaurant
Lucky Spicy Restaurant,,,,Visakhapatnam,Andhra Pradesh,IN,,+91 94949 95333,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lucky%20Spicy%20Restaurant&query_place_id=ChIJK2bLIGhDOToRPqRBr8EXRNM,Restaurant
Best veg & non-veg food vizag,5.0,2.0,"P865+6GM, beside Zilla Parishad",Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Best%20veg%20%26%20non-veg%20food%20vizag&query_place_id=ChIJa5_fO8lDOToRigViDa4y6fg,Indian restaurant
SKML Fast Food,4.0,36.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 98496 82250,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SKML%20Fast%20Food&query_place_id=ChIJK_sRxCdDOToR6HD36Zgb0RE,Fast food restaurant
Visakha Star Abhiruchi Palav & Biryani,5.0,10.0,"P7GX+Q6X, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Visakha%20Star%20Abhiruchi%20Palav%20%26%20Biryani&query_place_id=ChIJ2-kWTQBDOToRUO_xAgSDRGg,Family restaurant
SLS CHICKEN PAKODI,4.1,157.0,80 Feet Rd Thatichetlapalem Bazar,Visakhapatnam,Andhra Pradesh,IN,,+91 99123 65782,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SLS%20CHICKEN%20PAKODI&query_place_id=ChIJMR0RI9dCOToR3WsZs7vCuN8,Restaurant
Tarun sai,4.0,7.0,P7JW+G46,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Tarun%20sai&query_place_id=ChIJUxRHQxFDOToRkC6dZ38NZsM,Restaurant
Sri maruthi hotel,2.0,1.0,"12, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20maruthi%20hotel&query_place_id=ChIJM1zdMQBDOToRJfWEnYjMwbE,Family restaurant
ZAFFRAN,4.2,1385.0,Beach Rd,Visakhapatnam,Andhra Pradesh,IN,http://www.novotel.com/,+91 77998 84043,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=ZAFFRAN&query_place_id=ChIJF7rQQ21DOToRKt9F737EhNE,Restaurant
Jessica's Kitchen,3.0,2.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jessica's%20Kitchen&query_place_id=ChIJkz6zS8hCOToR4vRGB0r7L0Y,Restaurant
Divya Chicken Pakodi and Biryani center,4.6,44.0,"Dr.no:43-9-245, near Lakshmi Ganesh Arch, opposite Simhagiri Towers",Visakhapatnam,Andhra Pradesh,IN,https://g.co/kgs/EJhq6n,+91 97045 73082,Restaurant,Biryani restaurant,Chicken wings restaurant,Fried chicken takeaway,Takeout Restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Divya%20Chicken%20Pakodi%20and%20Biryani%20center&query_place_id=ChIJ2dW0bMVDOToRoRDtV-9hI34,Restaurant
Anupama Hotel,3.7,79.0,"P7MG+3XP, Bowdra Ring Rd",Visakhapatnam,Andhra Pradesh,IN,,,Box lunch supplier,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Anupama%20Hotel&query_place_id=ChIJgSMFS89COToRDETWRQJaGrU,Box lunch supplier
Khaja Baba Chicken Pakodi,4.1,637.0,"43-9-19/2, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 99854 46157,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Khaja%20Baba%20Chicken%20Pakodi&query_place_id=ChIJb0b_6thCOToRlnzngdvLDUQ,Restaurant
Talasila Food Services & Catering,5.0,4.0,"SUBBALAKSHMI KALYANAMANDAPAM, Opp Srikanya Theatre, Subbalakshmi Nagar, Railway New Colony, Visakhapatnam, Pin Code-530016",Visakhapatnam,Andhra Pradesh,IN,,+91 91103 58788,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Talasila%20Food%20Services%20%26%20Catering&query_place_id=ChIJReYZ9pRDOToRTWp2Mvg1fZ4,Restaurant
Eagle Restaurant & Bar,3.4,176.0,"Shop No. 43-9-233, Railway New Colony Road, Near Main Road, Dondaparthi",Visakhapatnam,Andhra Pradesh,IN,,,Bar,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Eagle%20Restaurant%20%26%20Bar&query_place_id=ChIJ95ummNhCOToRCQJhXf3FvmA,Bar
Curry Point,5.0,2.0,"YSR Complex, Main Road",Visakhapatnam,Andhra Pradesh,IN,,+91 95507 27799,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Curry%20Point&query_place_id=ChIJx-aPLJNDOToRHtKTrs3RcVI,Restaurant
Alfa Foods,3.7,37.0,"52-1-58, Gnanapuaram Main Rd, Near Andhra Bank",Visakhapatnam,Andhra Pradesh,IN,,+91 93967 80807,Takeout Restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Alfa%20Foods&query_place_id=ChIJ0-8jXc9COToRCVhD-ahMh2c,Takeout Restaurant
East Godavari Ruchulu,5.0,1.0,"364676, Main Road",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=East%20Godavari%20Ruchulu&query_place_id=ChIJn0MoaWtDOToRUR8L4419hcA,Restaurant
KLOUD&LOVEDKITCHEN,4.8,23.0,"45-33-51/1, near Sangam office, opp. DALIRAJU SUPER MARKET",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KLOUD%26LOVEDKITCHEN&query_place_id=ChIJfQUuL1lDOToROpw8Ys1KCb8,Restaurant
Amrutha home food's And Tiffins,4.8,83.0,backside street,Visakhapatnam,Andhra Pradesh,IN,,+91 86883 87760,Takeout Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Amrutha%20home%20food's%20And%20Tiffins&query_place_id=ChIJIYe99AlDOToRHpiANfZntbs,Takeout Restaurant
Waltair Mess And Caterers,4.8,52.0,"H.NO:43-9-140/4, SRIKANYA ROAD, SUBBALAXMI NAGAR-2, TSN NAGAR, beside Tata Motors",Visakhapatnam,Andhra Pradesh,IN,https://www.swiggy.com/menu/1184223?source=sharing,,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Waltair%20Mess%20And%20Caterers&query_place_id=ChIJn1UP5flDOToR5698JgOY3vg,South Indian restaurant
S square enterprises,5.0,2.0,Akkayapalem,Visakhapatnam,Andhra Pradesh,IN,,+91 89199 02737,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=S%20square%20enterprises&query_place_id=ChIJ4-oNiJZDOToRffsHxn61-bk,Restaurant
The biryani Hub,,,opposite M convention,Visakhapatnam,Andhra Pradesh,IN,,,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20biryani%20Hub&query_place_id=ChIJvdA-ygtDOToRsx6kOIe_XSA,Biryani restaurant
Bhimavaram Vantakam,4.2,54.0,"1st Floor, 43-9-130/A, opp. TVS Show room",Visakhapatnam,Andhra Pradesh,IN,,+91 89784 35718,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bhimavaram%20Vantakam&query_place_id=ChIJT_W6rdBDOToRreBwQDouXxQ,Restaurant
FM Bucket Biryani,4.2,6.0,"P7HR+3QF, Railway New Colony Rd, opposite railway new colony","arch, Visakhapatnam",Andhra Pradesh,IN,,+91 91107 90875,Takeout Restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=FM%20Bucket%20Biryani&query_place_id=ChIJTWqtYrZDOToReNyqX9hbeuA,Takeout Restaurant
Food Court,4.1,43.0,M7J9+JFQ,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Food court,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Food%20Court&query_place_id=ChIJwzmq_GhCOToR2mKcJIzI4dk,Restaurant
Jummy Biryani Point,4.0,198.0,"P7MH+H8C 36-47-11, Kotha Vada St",Visakhapatnam,Andhra Pradesh,IN,,+91 99667 39587,Takeout Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Jummy%20Biryani%20Point&query_place_id=ChIJy-UDsJ5DOToRFdq8h-H0Ssk,Takeout Restaurant
Shero Home Food,3.0,4.0,57-15-20/2,Visakhapatnam,Andhra Pradesh,IN,https://sherohomefood.in/,+91 93600 56005,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Shero%20Home%20Food&query_place_id=ChIJCe6Pq6tDOToRaEygJOLFjDc,Restaurant
Bageecha Restaurant,3.8,487.0,"HSL Complex, High School Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 93955 88663,Punjabi restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bageecha%20Restaurant&query_place_id=ChIJBdbcV2RCOToRYI2yUppwmeQ,Punjabi restaurant
Andhra Spice Kitchen,3.5,26.0,"43-9-220, beside Indian Oil Bunk",Visakhapatnam,Andhra Pradesh,IN,,+91 94418 33906,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Andhra%20Spice%20Kitchen&query_place_id=ChIJId1RMjVbOToRXogP4rbR9js,Chinese restaurant
AL- HANIF Biryani Point,4.6,17.0,"43-9-19/2, Railway New Colony Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 90322 22773,Biryani restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=AL-%20HANIF%20Biryani%20Point&query_place_id=ChIJxzo5YiJDOToRTXH0yKFlObo,Biryani restaurant
INDIAN FAMILY RESTAURANT & DHABA,,,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=INDIAN%20FAMILY%20RESTAURANT%20%26%20DHABA&query_place_id=ChIJOTR0V8hCOToRuNrTf-FzcgY,Restaurant
A H RAZA NOODLES POINT,4.4,28.0,3-6,Visakhapatnam,Andhra Pradesh,IN,,+91 81255 77737,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=A%20H%20RAZA%20NOODLES%20POINT&query_place_id=ChIJj_k3MARDOToRAk0J5pBB3VY,Restaurant
Sri Maridimamba tiffins,,,P7PX+35W,Visakhapatnam,Andhra Pradesh,IN,,,Italian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Maridimamba%20tiffins&query_place_id=ChIJQUokDuhDOToR-HoBCVTS5dE,Italian restaurant
Diamond Tiffins & Noodles,4.5,14.0,Door No. 40-15-44 Kancharapalem Railway Overbridge Urvari Gandhinagar,Visakhapatnam,Andhra Pradesh,IN,,+91 99893 98230,Breakfast restaurant,Box lunch supplier,Noodle shop,,,,,,,,https://www.google.com/maps/search/?api=1&query=Diamond%20Tiffins%20%26%20Noodles&query_place_id=ChIJT2fKZs9COToRVpoifhVHgwY,Breakfast restaurant
Kandhari Restaurant,4.5,258.0,P88G+PX2,Visakhapatnam,Andhra Pradesh,IN,,,Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kandhari%20Restaurant&query_place_id=ChIJ-0NzaABDOToR1Rgks_ec7HY,Indian restaurant
RSS Royal Biryani,5.0,5.0,RK beach,Visakhapatnam,Andhra Pradesh,IN,https://rss-royal-biryani.vercel.app/,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=RSS%20Royal%20Biryani&query_place_id=ChIJg0RyZLxDOToR8-M_UU1tITY,Restaurant
Smoky Docky Visakhapatnam,4.1,155.0,"P8CG+MV7 SMOKY DOCKY, Chinna Waltair Main Rd",Visakhapatnam,Andhra Pradesh,IN,,,Shawarma restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Smoky%20Docky%20Visakhapatnam&query_place_id=ChIJ2TpAsNxDOToR9KTJLqXAayI,Shawarma restaurant
Gluttons Garage,4.0,2387.0,"7-5-182, Beach Rd, beside Aqua Sports Complex",Visakhapatnam,Andhra Pradesh,IN,,+91 89125 64688,Continental restaurant,Brunch restaurant,Cafe,Coffee shop,Fusion restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Gluttons%20Garage&query_place_id=ChIJ_ZWWr2hDOToRnjTjMQ215yQ,Continental restaurant
Indian Tandoori,3.3,6.0,"P88F+3VF Ocean View Extension, 5, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Indian%20Tandoori&query_place_id=ChIJHTZmHpVDOToRsgvSoN435pQ,Restaurant
Zaykaa Haleem,4.0,187.0,,Visakhapatnam,Andhra Pradesh,IN,,+91 77998 38789,Arab restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zaykaa%20Haleem&query_place_id=ChIJETNuwFRDOToR0ec8brz5BNQ,Arab restaurant
BEACH ROYAL FAST FOOD KOLKATA FAMOUS KATHI ROOLS,3.8,5.0,"RK Beach Rd, opp. Sit, near Submarine",Visakhapatnam,Andhra Pradesh,IN,,+91 99059 44192,Restaurant,Fast food restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BEACH%20ROYAL%20FAST%20FOOD%20KOLKATA%20FAMOUS%20KATHI%20ROOLS&query_place_id=ChIJZyCOHeJDOToR4VK8uEFAXTw,Restaurant
Avenue 222 - Multi Cuisine Restaurant,4.6,142.0,"7-5-43, Panduranga Swamy Temple Rd, near officers club, beside Six O Store",Visakhapatnam,Andhra Pradesh,IN,,,Fine dining restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Avenue%20222%20-%20Multi%20Cuisine%20Restaurant&query_place_id=ChIJ62-MpWxDOToRcJcx1QdGyAQ,Fine dining restaurant
Chickenish,4.9,23.0,"22-72-1/A, Chatraju St",Visakhapatnam,Andhra Pradesh,IN,,+91 79890 41331,Chicken restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chickenish&query_place_id=ChIJNRoBGvlDOToR28Wl1A-KKF8,Chicken restaurant
crispy bites- anime cafe,5.0,8.0,"Door No.26-15-34 Main Rd, A.V, N Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 89194 70970,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=crispy%20bites-%20anime%20cafe&query_place_id=ChIJu_9WUgBDOToRDJK3zB6EB6s,Chinese restaurant
Zaika,1.8,17.0,P89H+4X6,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zaika&query_place_id=ChIJQ792CABDOToRyrKe6nQztnE,Restaurant
Ansoma Cafe,4.9,57.0,"Ground floor, Panchmeru Apartments, Panduranga Swamy Temple Rd",Visakhapatnam,Andhra Pradesh,IN,https://ansomacafe.com/,,Cafe,Coffee shop,Food court,Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Ansoma%20Cafe&query_place_id=ChIJXxONGb5DOToRtd4mDt3c64s,Cafe
CoffeeWave and The Thickshake Factory,4.1,1495.0,P88F+2QM,Visakhapatnam,Andhra Pradesh,IN,,+91 89127 18000,Restaurant,Beverage distributor,Tea store,,,,,,,,https://www.google.com/maps/search/?api=1&query=CoffeeWave%20and%20The%20Thickshake%20Factory&query_place_id=ChIJrbEu2W5DOToRBw-qNWSUlOk,Restaurant
Sri Siva Sai Restaurant,4.0,2.0,"Darshan Towers, No 28-15-18, Town Kotha Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Siva%20Sai%20Restaurant&query_place_id=ChIJSzY8nQRDOToRXF-i0nLlpYg,Restaurant
KFC,4.4,49.0,"Ground Floor, Beach Rd, opposite Aqua Swimming Pool Complex",Visakhapatnam,Andhra Pradesh,IN,https://restaurants.kfc.co.in/kfc-kfc-beach-road-vizag-restaurants-pandurangapuram-visakhapatnam-517127/Home?utm_source=locator&utm_medium=googleplaces,+91 79 4272 8852,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=KFC&query_place_id=ChIJN9JvdehDOToRAWoODkx9E5s,Restaurant
THE FISH FRY,1.0,1.0,"fishing harbour, Town Hall, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,,,Fish & chips restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=THE%20FISH%20FRY&query_place_id=ChIJFfgfnaNDOToRrGpebKavOJc,Fish & chips restaurant
Vizag Beach Delights,5.0,7.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Vizag%20Beach%20Delights&query_place_id=ChIJd2_hExZDOToR9MpocEjV9es,Restaurant
Dessertino Shakes and More - Beach Road,4.7,1159.0,"Shop No. 3 & 4, Sea Shore Apartment, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,https://dessertinoglobal.com/,+91 95369 98369,Dessert shop,Cafe,Dessert restaurant,Ice cream shop,Italian restaurant,Pizza restaurant,,,,,https://www.google.com/maps/search/?api=1&query=Dessertino%20Shakes%20and%20More%20-%20Beach%20Road&query_place_id=ChIJkfBsqLxDOToRf1_psqtql7k,Dessert shop
Chicken king,,,,Visakhapatnam,Andhra Pradesh,IN,,+91 81796 14145,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chicken%20king&query_place_id=ChIJC9dSEQdDOToR0TKMg8xNnXQ,Restaurant
G Silver Spoon Restaurant,3.2,79.0,"P88F+4XV, Unnamed Road",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=G%20Silver%20Spoon%20Restaurant&query_place_id=ChIJQRW_iUpDOToRApd2dZ8RZzI,Restaurant
Kailash Pav Bhaji Caterers,4.0,43.0,"Beach Rd, near swimming pool",Visakhapatnam,Andhra Pradesh,IN,,+91 78935 64461,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kailash%20Pav%20Bhaji%20Caterers&query_place_id=ChIJmSWvPkRDOToREZbB3QuZ6cA,Fast food restaurant
Windys Restaurant,3.7,267.0,Beach Rd,Visakhapatnam,Andhra Pradesh,IN,,+91 99481 13366,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Windys%20Restaurant&query_place_id=ChIJKSZxzmZDOToRI18Dt_1GXD8,Restaurant
Just Eat,4.9,13.0,RK beach,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,Breakfast restaurant,Catering food and drink supplier,Takeout Restaurant,,,,,,,https://www.google.com/maps/search/?api=1&query=Just%20Eat&query_place_id=ChIJDbDXh3lDOToRLiWepvMXOwM,Restaurant
Prakruthi Mess and Foodex,5.0,5.0,"P734+C6V, BPCL Rd",Visakhapatnam,Andhra Pradesh,IN,,,Family restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Prakruthi%20Mess%20and%20Foodex&query_place_id=ChIJx5rLIgBDOToR2CXRgc8stPE,Family restaurant
Madurai Kitchen,4.0,278.0,"Krishnanjali Towers, near Varun Motors",Visakhapatnam,Andhra Pradesh,IN,,+91 91005 55323,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Madurai%20Kitchen&query_place_id=ChIJBzhzgJlDOToRjW-EyVYlCKU,South Indian restaurant
Mowa Hot n spicy,5.0,1.0,"Chengalaraopeta, Bharath petrol pump, Fishing harbour",Visakhapatnam,Andhra Pradesh,IN,,+91 70954 02483,Fast food restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mowa%20Hot%20n%20spicy&query_place_id=ChIJ7y0h8mNDOToRiQsugb8mADE,Fast food restaurant
Chai Sutta Bar,3.9,459.0,"Aircraft museum, TU 142, RK Beach Rd",Visakhapatnam,Andhra Pradesh,IN,https://chaisuttabarindia.com/,+91 62623 00031,Continental restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Chai%20Sutta%20Bar&query_place_id=ChIJHYXDuTFDOToRnzeU5pI5DxQ,Continental restaurant
District 12 Resto Cafe,4.3,1418.0,"7-5-138, Panduranga Swamy Temple Rd",Visakhapatnam,Andhra Pradesh,IN,,+91 73861 21288,Continental restaurant,Chinese restaurant,Fast food restaurant,Indian restaurant,Italian restaurant,Mexican restaurant,,,,,https://www.google.com/maps/search/?api=1&query=District%2012%20Resto%20Cafe&query_place_id=ChIJV8YZ2WhDOToRUIrdad1NDGE,Continental restaurant
Mayabazar Restaurant,4.2,559.0,"2nd floor, 46-15-24, Diamond Park Rd, above old maa chutneys",Visakhapatnam,Andhra Pradesh,IN,,+91 90638 56292,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mayabazar%20Restaurant&query_place_id=ChIJMYS9KlFDOToRwj1YAd_zNrk,South Indian restaurant
MILLEE BOX KITCHEN,4.9,27.0,"36, Beach Rd",Visakhapatnam,Andhra Pradesh,IN,https://avinashh.in/,,Breakfast restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=MILLEE%20BOX%20KITCHEN&query_place_id=ChIJOSdrXQBDOToRFIp9LETqyYM,Breakfast restaurant
PYDIMAMBA TIFFINS & MEALS,,,"P734+FF7, BPCL Rd",Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=PYDIMAMBA%20TIFFINS%20%26%20MEALS&query_place_id=ChIJrYzIeYRCOToRDd34DT2pToQ,Restaurant
Theekshan's Royal Restaurant,3.5,8.0,"59-4-9, main road, beside Hanuman temple",Visakhapatnam,Andhra Pradesh,IN,,+91 63053 36622,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Theekshan's%20Royal%20Restaurant&query_place_id=ChIJ56eG8cdpOToR8r5jMzETVvE,Restaurant
Sri Sairam Hot Chips,3.0,1.0,,Visakhapatnam,Andhra Pradesh,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sri%20Sairam%20Hot%20Chips&query_place_id=ChIJjztBrdZpOToRfWXUuw0RhRk,Restaurant
