"route_id,source_area,pub_name,pub_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,night_travel_friendly,description"
"1225,Rushikonda,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,218T,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218T from Rushikonda to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1226,Lawson's Bay,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,901U,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 901U from Lawson's Bay to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1227,Hanumanthuwaka,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,303E,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 303E from Hanumanthuwaka to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1228,Arilova,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,305E,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305E from Arilova to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1229,Beach Road,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,800E,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800E from Beach Road to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1230,Kailasagiri,Sri kanaka mahalaxmi restaurant & bar,Daba Garden,Daba Garden Bus Stop,802E,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802E from Kailasagiri to Daba Garden Bus Stop, then walk 0.3km to Sri kanaka mahalaxmi restaurant & bar in Daba Garden."""
"1231,Gajuwaka,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,28D,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 28D from Gajuwaka to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1232,Kommadi,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,500A,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 500A from Kommadi to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1233,Madhurawada,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,218A,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,17,56 mins,30,05:30,22:30,20,0.3,Yes,""Take bus 218A from Madhurawada to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1234,PM Palem,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,299B,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 299B from PM Palem to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1235,MVP Colony,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,215B,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215B from MVP Colony to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1236,Siripuram,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,900,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,1,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900 from Siripuram to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1237,Dwaraka Nagar,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,902B,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902B from Dwaraka Nagar to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1238,Maddilapalem,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,211B,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211B from Maddilapalem to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1239,NAD Junction,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,400B,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400B from NAD Junction to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1240,Seethammadhara,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,213D,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213D from Seethammadhara to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1241,Jagadamba,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,905B,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905B from Jagadamba to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1242,Asilmetta,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,907B,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907B from Asilmetta to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1243,Railway Station,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,909B,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909B from Railway Station to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1244,RTC Complex,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,100B,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100B from RTC Complex to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1245,Airport,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,APTC-2,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus APTC-2 from Airport to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1246,Pendurthi,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,320B,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,23,76 mins,40,05:30,21:00,25,0.3,Limited,""Take bus 320B from Pendurthi to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1247,Gopalapatnam,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,310B,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 310B from Gopalapatnam to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1248,Kurmannapalem,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,330B,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 330B from Kurmannapalem to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1249,Auto Nagar,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,402B,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,13,43 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 402B from Auto Nagar to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1250,Steel Plant,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,28Q,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28Q from Steel Plant to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1251,Scindia,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,350B,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 350B from Scindia to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1252,One Town,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,101B,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101B from One Town to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1253,Poorna Market,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,103B,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103B from Poorna Market to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1254,RK Beach,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,900Q,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900Q from RK Beach to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1255,Rushikonda,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,218Q,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 218Q from Rushikonda to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1256,Lawson's Bay,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,901Q,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901Q from Lawson's Bay to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1257,Hanumanthuwaka,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,303B,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 303B from Hanumanthuwaka to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1258,Arilova,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,305B,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 305B from Arilova to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1259,Beach Road,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,800B,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800B from Beach Road to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1260,Kailasagiri,""SOMAA, Siripuram"",Siripuram,Siripuram Bus Stop,802B,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,""Take bus 802B from Kailasagiri to Siripuram Bus Stop, then walk 0.3km to SOMAA, Siripuram in Siripuram."""
"1261,Gajuwaka,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,28C,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 28C from Gajuwaka to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1262,Kommadi,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,500C,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 500C from Kommadi to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1263,Madhurawada,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,218C,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 218C from Madhurawada to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1264,PM Palem,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,299A,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 299A from PM Palem to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1265,MVP Colony,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,215A,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215A from MVP Colony to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1266,Siripuram,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,900A,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar,3,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900A from Siripuram to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1267,Dwaraka Nagar,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,902A,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 902A from Dwaraka Nagar to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1268,Maddilapalem,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,211A,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 211A from Maddilapalem to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1269,NAD Junction,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,400A,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 400A from NAD Junction to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1270,Seethammadhara,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,213C,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 213C from Seethammadhara to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1271,Jagadamba,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,905A,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 905A from Jagadamba to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1272,Asilmetta,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,907A,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 907A from Asilmetta to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1273,Railway Station,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,909A,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 909A from Railway Station to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1274,RTC Complex,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,100A,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 100A from RTC Complex to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1275,Airport,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,APTC-1,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus APTC-1 from Airport to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1276,Pendurthi,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,320A,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,25,83 mins,45,05:30,21:00,25,0.3,Limited,""Take bus 320A from Pendurthi to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1277,Gopalapatnam,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,310A,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 310A from Gopalapatnam to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1278,Kurmannapalem,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,330A,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 330A from Kurmannapalem to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1279,Auto Nagar,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,402A,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,14,46 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 402A from Auto Nagar to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1280,Steel Plant,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,28P,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 28P from Steel Plant to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1281,Scindia,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,350A,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 350A from Scindia to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1282,One Town,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,101A,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 101A from One Town to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1283,Poorna Market,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,103A,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,4,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 103A from Poorna Market to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1284,RK Beach,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,900P,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,6,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 900P from RK Beach to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1285,Rushikonda,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,218P,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,12,40 mins,20,05:30,22:30,20,0.3,Yes,""Take bus 218P from Rushikonda to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1286,Lawson's Bay,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,901P,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 901P from Lawson's Bay to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1287,Hanumanthuwaka,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,303A,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 303A from Hanumanthuwaka to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1288,Arilova,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,305A,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 305A from Arilova to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1289,Beach Road,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,800A,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,20 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 800A from Beach Road to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1290,Kailasagiri,Ironhill Visakhapatnam,Waltair,Waltair Junction Bus Stop,802A,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,""Take bus 802A from Kailasagiri to Waltair Junction Bus Stop, then walk 0.3km to Ironhill Visakhapatnam in Waltair."""
"1291,Gajuwaka,The Miami,Waltair,Waltair Junction Bus Stop,28C,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,18,60 mins,30,05:30,22:30,25,0.3,Yes,""Take bus 28C from Gajuwaka to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1292,Kommadi,The Miami,Waltair,Waltair Junction Bus Stop,500C,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:00,25,0.3,Yes,""Take bus 500C from Kommadi to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1293,Madhurawada,The Miami,Waltair,Waltair Junction Bus Stop,218C,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,20,66 mins,35,05:30,22:30,25,0.3,Yes,""Take bus 218C from Madhurawada to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1294,PM Palem,The Miami,Waltair,Waltair Junction Bus Stop,299A,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,""Take bus 299A from PM Palem to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
"1295,MVP Colony,The Miami,Waltair,Waltair Junction Bus Stop,215A,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,""Take bus 215A from MVP Colony to Waltair Junction Bus Stop, then walk 0.3km to The Miami in Waltair."""
