route_id,source_area,museum_name,museum_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
123,Madhurawada,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,222,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,15.4,46 min,Rs.27,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 222 from Madhurawada bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
124,PM Palem,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,222,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,13.7,41 min,Rs.24,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 222 from PM Palem bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
125,MVP Colony,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,99C,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,5.5,16 min,Rs.13,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 99C from MVP Colony bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
126,Siripuram,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,400,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,7.2,22 min,Rs.15,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 400 from Siripuram bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
127,Dwaraka Nagar,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,3.0,9 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5 from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
128,Maddilapalem,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,99,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,4.8,14 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 99 from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
129,NAD Junction,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,14A,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,5.8,17 min,Rs.13,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 14A from NAD Junction bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
130,Seethammadhara,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,14A,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,7.5,22 min,Rs.16,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 14A from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
131,Jagadamba,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,400,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,3.0,9 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 400 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
132,Asilmetta,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,28A,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,5.0,15 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 28A from Asilmetta bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
133,Railway Station,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,3.8,11 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5 from Railway Station bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
134,RTC Complex,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,99A,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.2,16 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 99A from RTC Complex bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
135,Airport,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,999,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,15.0,45 min,Rs.26,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 999 from Airport bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
136,Pendurthi,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,58C,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,16.6,50 min,Rs.28,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 58C from Pendurthi bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
137,Gopalapatnam,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,58,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,16.3,49 min,Rs.28,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 58 from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
138,Kurmannapalem,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,58,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,20.7,1h 2min,Rs.34,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 58 from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
139,Auto Nagar,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,28A,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,19.2,58 min,Rs.32,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 28A from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
140,Steel Plant,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,28K,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,23.2,1h 10min,Rs.37,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 28K from Steel Plant bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
141,Scindia,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5SC,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,21.2,1h 4min,Rs.35,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5SC from Scindia bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
142,One Town,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,7.6,23 min,Rs.16,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5 from One Town bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
143,Poorna Market,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,4.2,13 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
144,RK Beach,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,99RK,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,2.4,7 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 99RK from RK Beach bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
145,Rushikonda,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,RSH1,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,2.1,6 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus RSH1 from Rushikonda bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
146,Lawson's Bay,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,52C,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,1.6,5 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 52C from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
147,Hanumanthuwaka,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,222H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,13.5,40 min,Rs.24,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 222H from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
148,Arilova,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,222A,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,9.3,28 min,Rs.18,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 222A from Arilova bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
149,Beach Road,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,5BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.1,3 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 5BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
150,Kailasagiri,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,KAI1,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.3,7 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus KAI1 from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
151,Gajuwaka,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28C,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,23.9,1h 12min,Rs.38,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28C from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
152,Kommadi,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,222C,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,14.2,43 min,Rs.25,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 222C from Kommadi bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
153,Madhurawada,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,222,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,15.5,46 min,Rs.27,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 222 from Madhurawada bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
154,PM Palem,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,222,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,12.1,36 min,Rs.22,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 222 from PM Palem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
155,MVP Colony,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,99C,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,5.8,17 min,Rs.13,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 99C from MVP Colony bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
156,Siripuram,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,400,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,5.3,16 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 400 from Siripuram bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
157,Dwaraka Nagar,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,4.2,13 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 5 from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
158,Maddilapalem,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,99A,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,4.1,12 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 99A from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
159,NAD Junction,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,14,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,5.5,16 min,Rs.13,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 14 from NAD Junction bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
160,Seethammadhara,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,14,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,4.1,12 min,Rs.12,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 14 from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
161,Jagadamba,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,4.1,12 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
162,Asilmetta,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,6.8,20 min,Rs.15,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 5 from Asilmetta bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
163,Railway Station,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,400,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,3.0,9 min,Rs.12,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 400 from Railway Station bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
164,RTC Complex,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.2,16 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28 from RTC Complex bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
165,Airport,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28AP,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,18.7,56 min,Rs.31,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28AP from Airport bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
166,Pendurthi,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,58A,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,23.9,1h 12min,Rs.38,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 58A from Pendurthi bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
167,Gopalapatnam,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,58,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,21.8,1h 5min,Rs.36,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 58 from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
168,Kurmannapalem,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,58,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,19.8,59 min,Rs.33,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 58 from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
169,Auto Nagar,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28K,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,16.4,49 min,Rs.28,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28K from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
170,Steel Plant,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28K,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,15.1,45 min,Rs.26,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28K from Steel Plant bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
171,Scindia,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,28SC,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,20.9,1h 3min,Rs.34,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 28SC from Scindia bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
172,One Town,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,6.3,19 min,Rs.14,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 5 from One Town bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
173,Poorna Market,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,5,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,6.7,20 min,Rs.14,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 5 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
174,RK Beach,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,400,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,1.2,4 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 400 from RK Beach bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
175,Rushikonda,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,52A,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,2.0,6 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 52A from Rushikonda bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
176,Lawson's Bay,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,52A,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,1.9,6 min,Rs.12,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 52A from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
177,Hanumanthuwaka,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,300H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,18.0,54 min,Rs.30,5:30 AM,10:30 PM,20,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 300H from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
178,Arilova,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,222A,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,13.8,41 min,Rs.24,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 222A from Arilova bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
179,Beach Road,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,5BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.8,5 min,Rs.12,5:30 AM,10:30 PM,10,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 5BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
180,Kailasagiri,Visakha Museum,Beach Road,Palm Beach Hotel Stop / Beach Road,52K,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.2,7 min,Rs.12,5:30 AM,10:30 PM,15,0.1,Yes - Palm Beach Hotel Stop on Beach Road route,Board APSRTC bus 52K from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Visakha Museum. Beach Road area.
181,Gajuwaka,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,28C,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,22.2,1h 7min,Rs.36,5:30 AM,10:30 PM,20,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 28C from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
182,Kommadi,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,222,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,9.8,29 min,Rs.19,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 222 from Kommadi bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
183,Madhurawada,"Archaeology Museum / Archaeology Section, Visakha Museum",Beach Road,Palm Beach Hotel Stop / Beach Road,222C,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,14.1,42 min,Rs.25,5:30 AM,10:30 PM,10,0.2,Yes - shares stop with Visakha Museum on Beach Road,"Board APSRTC bus 222C from Madhurawada bus stop towards RK Beach/Beach Road. Alight at Palm Beach Hotel Stop / Beach Road for Archaeology Museum / Archaeology Section, Visakha Museum. Beach Road area."
