trip_id,source_area,theater_name,theater_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TR02538,Kurmannapalem,New Pallavi Theatre,Visakhapatnam City,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Kurmannapalem to New Pallavi Theatre in Visakhapatnam City. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02539,Kurmannapalem,Kalyan Theatre,Visakhapatnam City,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Kurmannapalem to Kalyan Theatre in Visakhapatnam City. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02540,Kurmannapalem,Roshan Theatre Beach Road,Beach Road,9.3,22-32 mins,Rs.99-129,Rs.141-181,Rs.199-259,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Kurmannapalem to Roshan Theatre Beach Road in Beach Road. Distance approx 9.3 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02541,Kurmannapalem,STBL Cine World,NH16,16.3,39-49 mins,Rs.155-185,Rs.225-265,Rs.304-364,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NH16 Main Road, Visakhapatnam",Travel from Kurmannapalem to STBL Cine World in NH16. Distance approx 16.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02542,Kurmannapalem,Red Carpet Vizag,Waltair,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Club, AU Campus, Waltair Junction",Travel from Kurmannapalem to Red Carpet Vizag in Waltair. Distance approx 7.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02543,Kurmannapalem,Sri Lakshmi Narasimha Theatre,Bapuji Nagar,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bapuji Nagar Main Road, Visakhapatnam",Travel from Kurmannapalem to Sri Lakshmi Narasimha Theatre in Bapuji Nagar. Distance approx 5.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02544,Kurmannapalem,SVC Likhita Theatre,Visakhapatnam,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to SVC Likhita Theatre in Visakhapatnam. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02545,Kurmannapalem,Krishna Miniplex Movie Theatre,Visakhapatnam,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to Krishna Miniplex Movie Theatre in Visakhapatnam. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02546,Kurmannapalem,Sharada Theatre,Yellamathota Road,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Yellamathota Road Main Road, Visakhapatnam",Travel from Kurmannapalem to Sharada Theatre in Yellamathota Road. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02547,Kurmannapalem,Narasimha Theatre Simhachalam,Simhachalam,5.7,13-23 mins,Rs.70-100,Rs.98-138,Rs.145-205,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Kurmannapalem to Narasimha Theatre Simhachalam in Simhachalam. Distance approx 5.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02548,Kurmannapalem,Mourya AC DTS Theatre,Gopalapatnam,3.5,8-18 mins,Rs.53-83,Rs.72-112,Rs.112-172,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gopalapatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to Mourya AC DTS Theatre in Gopalapatnam. Distance approx 3.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02549,Kurmannapalem,Gokul Theater,Rama Chandra Circle,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Kurmannapalem to Gokul Theater in Rama Chandra Circle. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02550,Kurmannapalem,AVR Saptagiri Theatre 2K Dolby Atmos,Kothapeta,6.5,15-25 mins,Rs.77-107,Rs.108-148,Rs.157-217,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Kothapeta Main Road, Visakhapatnam",Travel from Kurmannapalem to AVR Saptagiri Theatre 2K Dolby Atmos in Kothapeta. Distance approx 6.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02551,Kurmannapalem,Srikanthi Theatre,Town Kotha Road,6.3,15-25 mins,Rs.75-105,Rs.105-145,Rs.154-214,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Town Kotha Road Main Road, Visakhapatnam",Travel from Kurmannapalem to Srikanthi Theatre in Town Kotha Road. Distance approx 6.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02552,Kurmannapalem,STBL Drive-in Theatre,Srikakulam Highway,12.5,30-40 mins,Rs.125-155,Rs.180-220,Rs.247-307,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Srikakulam Highway Main Road, Visakhapatnam",Travel from Kurmannapalem to STBL Drive-in Theatre in Srikakulam Highway. Distance approx 12.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02553,Kurmannapalem,Ganesh Theatre,Visakhapatnam,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to Ganesh Theatre in Visakhapatnam. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02554,Kurmannapalem,Asian Mukta Cinemas VMR Mall,VMR Central Mall,5.7,13-23 mins,Rs.70-100,Rs.98-138,Rs.145-205,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"VMR Central Mall Main Road, Visakhapatnam",Travel from Kurmannapalem to Asian Mukta Cinemas VMR Mall in VMR Central Mall. Distance approx 5.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02555,Kurmannapalem,Sri Seetharamayya Cine Complex,Ootagadda,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Ootagadda Main Road, Visakhapatnam",Travel from Kurmannapalem to Sri Seetharamayya Cine Complex in Ootagadda. Distance approx 5.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02556,Kurmannapalem,Raja Cine Max,Mangalapalem,12.9,30-40 mins,Rs.128-158,Rs.184-224,Rs.253-313,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Mangalapalem Main Road, Visakhapatnam",Travel from Kurmannapalem to Raja Cine Max in Mangalapalem. Distance approx 12.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02557,Kurmannapalem,Aruna Picture Palace,Visakhapatnam,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Visakhapatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to Aruna Picture Palace in Visakhapatnam. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02558,Kurmannapalem,Cinema Celebrations Mini Theatres,Lawsonsbay,8.6,20-30 mins,Rs.93-123,Rs.133-173,Rs.189-249,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Lawsonsbay Main Road, Visakhapatnam",Travel from Kurmannapalem to Cinema Celebrations Mini Theatres in Lawsonsbay. Distance approx 8.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02559,Kurmannapalem,SVC Cinemas,Rama Chandra Circle,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Rama Chandra Circle Main Road, Visakhapatnam",Travel from Kurmannapalem to SVC Cinemas in Rama Chandra Circle. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02560,Kurmannapalem,PVR Cinemas CMR Central,Maddilapalem,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Kurmannapalem to PVR Cinemas CMR Central in Maddilapalem. Distance approx 5.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02561,Kurmannapalem,Cinepolis Fun Republic Mall,Siripuram,6.3,15-25 mins,Rs.75-105,Rs.105-145,Rs.154-214,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Fun Republic Mall, Siripuram Junction",Travel from Kurmannapalem to Cinepolis Fun Republic Mall in Siripuram. Distance approx 6.3 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02562,Kurmannapalem,Sarat Sagar Theatre,Jagadamba,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Jagadamba Junction, City Bus Stand",Travel from Kurmannapalem to Sarat Sagar Theatre in Jagadamba. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02563,Kurmannapalem,Sri Srinivasa Theatre Jagadamba,Jagadamba,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Jagadamba Junction, City Bus Stand",Travel from Kurmannapalem to Sri Srinivasa Theatre Jagadamba in Jagadamba. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02564,Kurmannapalem,Sri Rama Talkies RTC Complex,RTC Complex,5.6,13-23 mins,Rs.69-99,Rs.97-137,Rs.144-204,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Kurmannapalem to Sri Rama Talkies RTC Complex in RTC Complex. Distance approx 5.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02565,Kurmannapalem,Pallavi Theatre RTC Complex,RTC Complex,5.6,13-23 mins,Rs.69-99,Rs.97-137,Rs.144-204,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Kurmannapalem to Pallavi Theatre RTC Complex in RTC Complex. Distance approx 5.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02566,Kurmannapalem,Sri Rama Theatre Dwaraka Nagar,Dwaraka Nagar,5.2,12-22 mins,Rs.66-96,Rs.92-132,Rs.138-198,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Kurmannapalem to Sri Rama Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 5.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02567,Kurmannapalem,Padmavati Theatre Dwaraka Nagar,Dwaraka Nagar,5.2,12-22 mins,Rs.66-96,Rs.92-132,Rs.138-198,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Kurmannapalem to Padmavati Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 5.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02568,Kurmannapalem,Sri Kanaka Durga Theatre MVP Colony,MVP Colony,3.3,7-17 mins,Rs.51-81,Rs.69-109,Rs.109-169,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Kurmannapalem to Sri Kanaka Durga Theatre MVP Colony in MVP Colony. Distance approx 3.3 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02569,Kurmannapalem,Madhavi Theatre MVP Colony,MVP Colony,3.3,7-17 mins,Rs.51-81,Rs.69-109,Rs.109-169,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Kurmannapalem to Madhavi Theatre MVP Colony in MVP Colony. Distance approx 3.3 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02570,Kurmannapalem,Sri Lakshmi Narasimha Theatre NAD,NAD Junction,7.9,18-28 mins,Rs.88-118,Rs.124-164,Rs.178-238,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Kurmannapalem to Sri Lakshmi Narasimha Theatre NAD in NAD Junction. Distance approx 7.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02571,Kurmannapalem,Vijaya Theatre NAD Junction,NAD Junction,7.9,18-28 mins,Rs.88-118,Rs.124-164,Rs.178-238,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Kurmannapalem to Vijaya Theatre NAD Junction in NAD Junction. Distance approx 7.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02572,Kurmannapalem,Sri Kanya Theatre Gajuwaka,Gajuwaka,13.7,32-42 mins,Rs.134-164,Rs.194-234,Rs.265-325,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Kurmannapalem to Sri Kanya Theatre Gajuwaka in Gajuwaka. Distance approx 13.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02573,Kurmannapalem,VSP Steel City Cinemas Gajuwaka,Gajuwaka,13.7,32-42 mins,Rs.134-164,Rs.194-234,Rs.265-325,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Kurmannapalem to VSP Steel City Cinemas Gajuwaka in Gajuwaka. Distance approx 13.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02574,Kurmannapalem,Rama Theatre Gajuwaka,Gajuwaka,13.7,32-42 mins,Rs.134-164,Rs.194-234,Rs.265-325,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Kurmannapalem to Rama Theatre Gajuwaka in Gajuwaka. Distance approx 13.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02575,Kurmannapalem,Nataraj Theatre Seethammadhara,Seethammadhara,5.3,12-22 mins,Rs.67-97,Rs.93-133,Rs.139-199,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Kurmannapalem to Nataraj Theatre Seethammadhara in Seethammadhara. Distance approx 5.3 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02576,Kurmannapalem,Anand Theatre Seethammadhara,Seethammadhara,5.3,12-22 mins,Rs.67-97,Rs.93-133,Rs.139-199,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Kurmannapalem to Anand Theatre Seethammadhara in Seethammadhara. Distance approx 5.3 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02577,Kurmannapalem,Sri Rama Theatre Akkayyapalem,Akkayyapalem,6.5,15-25 mins,Rs.77-107,Rs.108-148,Rs.157-217,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Kurmannapalem to Sri Rama Theatre Akkayyapalem in Akkayyapalem. Distance approx 6.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02578,Kurmannapalem,Vijaya Theatre Akkayyapalem,Akkayyapalem,6.5,15-25 mins,Rs.77-107,Rs.108-148,Rs.157-217,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Kurmannapalem to Vijaya Theatre Akkayyapalem in Akkayyapalem. Distance approx 6.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02579,Kurmannapalem,Sri Balaji Theatre Railway New Colony,Railway New Colony,5.1,12-22 mins,Rs.65-95,Rs.91-131,Rs.136-196,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Railway New Colony Main Road, Visakhapatnam",Travel from Kurmannapalem to Sri Balaji Theatre Railway New Colony in Railway New Colony. Distance approx 5.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02580,Kurmannapalem,Surya Theatre Old Town,Old Town,6.4,15-25 mins,Rs.76-106,Rs.106-146,Rs.156-216,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Kurmannapalem to Surya Theatre Old Town in Old Town. Distance approx 6.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02581,Kurmannapalem,Satyam Theatre Old Town,Old Town,6.4,15-25 mins,Rs.76-106,Rs.106-146,Rs.156-216,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Kurmannapalem to Satyam Theatre Old Town in Old Town. Distance approx 6.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02582,Kurmannapalem,Sri Devi Theatre Poorna Market,Poorna Market,6.4,15-25 mins,Rs.76-106,Rs.106-146,Rs.156-216,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Poorna Market, Old Town Signal",Travel from Kurmannapalem to Sri Devi Theatre Poorna Market in Poorna Market. Distance approx 6.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02583,Kurmannapalem,Navarang Theatre Poorna Market,Poorna Market,6.4,15-25 mins,Rs.76-106,Rs.106-146,Rs.156-216,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Poorna Market, Old Town Signal",Travel from Kurmannapalem to Navarang Theatre Poorna Market in Poorna Market. Distance approx 6.4 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02584,Kurmannapalem,RK Beach Cinemas,Beach Road,9.3,22-32 mins,Rs.99-129,Rs.141-181,Rs.199-259,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Kurmannapalem to RK Beach Cinemas in Beach Road. Distance approx 9.3 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02585,Kurmannapalem,Waltair Club Cinema Hall,Waltair Uplands,7.0,16-26 mins,Rs.81-111,Rs.114-154,Rs.165-225,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Uplands Main Road, Visakhapatnam",Travel from Kurmannapalem to Waltair Club Cinema Hall in Waltair Uplands. Distance approx 7.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02586,Kurmannapalem,Sri Venkateswara Theatre Maddilapalem,Maddilapalem,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Kurmannapalem to Sri Venkateswara Theatre Maddilapalem in Maddilapalem. Distance approx 5.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02587,Kurmannapalem,Sarada Theatre Maddilapalem,Maddilapalem,5.5,13-23 mins,Rs.69-99,Rs.96-136,Rs.142-202,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Kurmannapalem to Sarada Theatre Maddilapalem in Maddilapalem. Distance approx 5.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02588,Kurmannapalem,Lata Theatre Urvasi,Urvasi,6.1,14-24 mins,Rs.73-103,Rs.103-143,Rs.151-211,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Urvasi Main Road, Visakhapatnam",Travel from Kurmannapalem to Lata Theatre Urvasi in Urvasi. Distance approx 6.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02589,Kurmannapalem,Sirimane Theatre,Bowdara Road,5.7,13-23 mins,Rs.70-100,Rs.98-138,Rs.145-205,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bowdara Road Main Road, Visakhapatnam",Travel from Kurmannapalem to Sirimane Theatre in Bowdara Road. Distance approx 5.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02590,Kurmannapalem,Sri Sai Ram Theatre Pendurthi,Pendurthi,15.2,36-46 mins,Rs.146-176,Rs.212-252,Rs.288-348,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Pendurthi Market, Pendurthi Circle",Travel from Kurmannapalem to Sri Sai Ram Theatre Pendurthi in Pendurthi. Distance approx 15.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02591,Kurmannapalem,Bhavani Talkies Bheemunipatnam,Bheemunipatnam,30.3,72-82 mins,Rs.267-297,Rs.393-433,Rs.514-574,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bheemunipatnam Main Road, Visakhapatnam",Travel from Kurmannapalem to Bhavani Talkies Bheemunipatnam in Bheemunipatnam. Distance approx 30.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02592,Kurmannapalem,Varaha Theatre Simhachalam,Simhachalam,5.7,13-23 mins,Rs.70-100,Rs.98-138,Rs.145-205,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Kurmannapalem to Varaha Theatre Simhachalam in Simhachalam. Distance approx 5.7 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR02593,Auto Nagar,INOX CMR Central Maddilapalem,Maddilapalem,13.7,32-42 mins,Rs.134-164,Rs.194-234,Rs.265-325,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Auto Nagar to INOX CMR Central Maddilapalem in Maddilapalem. Distance approx 13.7 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02594,Auto Nagar,INOX Varun Beach,Varun Beach,14.9,35-45 mins,Rs.144-174,Rs.208-248,Rs.283-343,High,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Varun Beach, RK Beach, YMCA Beach",Travel from Auto Nagar to INOX Varun Beach in Varun Beach. Distance approx 14.9 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02595,Auto Nagar,Cinepolis Visakhapatnam,Dwaraka Nagar,9.0,21-31 mins,Rs.97-127,Rs.138-178,Rs.195-255,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Auto Nagar to Cinepolis Visakhapatnam in Dwaraka Nagar. Distance approx 9.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02596,Auto Nagar,PVR Theatre Vizag,Dwaraka Nagar,9.0,21-31 mins,Rs.97-127,Rs.138-178,Rs.195-255,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Auto Nagar to PVR Theatre Vizag in Dwaraka Nagar. Distance approx 9.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02597,Auto Nagar,Mirage Cinemas,MVP Colony,9.5,22-32 mins,Rs.101-131,Rs.144-184,Rs.202-262,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Auto Nagar to Mirage Cinemas in MVP Colony. Distance approx 9.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR02598,Auto Nagar,Melody Theatre,Jagadamba Junction,8.2,19-29 mins,Rs.90-120,Rs.128-168,Rs.183-243,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Auto Nagar to Melody Theatre in Jagadamba Junction. Distance approx 8.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02599,Auto Nagar,Sangam Sarat Theatre,Jagadamba Junction,8.2,19-29 mins,Rs.90-120,Rs.128-168,Rs.183-243,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Auto Nagar to Sangam Sarat Theatre in Jagadamba Junction. Distance approx 8.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02600,Auto Nagar,Jagadamba Theatre,Jagadamba Junction,8.2,19-29 mins,Rs.90-120,Rs.128-168,Rs.183-243,High,Cab,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Auto Nagar to Jagadamba Theatre in Jagadamba Junction. Distance approx 8.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR02601,Auto Nagar,Leela Mahal,Suryabagh,9.0,21-31 mins,Rs.97-127,Rs.138-178,Rs.195-255,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Suryabagh Signal, Dwaraka Nagar Junction",Travel from Auto Nagar to Leela Mahal in Suryabagh. Distance approx 9.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
