trip_id,source_area,pub_name,pub_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,late_night_availability,peak_time,off_peak_time,nearest_landmarks,description
TRP00945,Airport,Helapuri Restaurant,Siripuram,20,45 mins,₹185,₹270,₹420,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Airport to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00946,Pendurthi,Helapuri Restaurant,Siripuram,22,50 mins,₹200,₹295,₹460,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Pendurthi to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00947,Gopalapatnam,Helapuri Restaurant,Siripuram,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gopalapatnam to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00948,Kurmannapalem,Helapuri Restaurant,Siripuram,10,24 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kurmannapalem to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00949,Auto Nagar,Helapuri Restaurant,Siripuram,12,28 mins,₹120,₹175,₹280,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Auto Nagar to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00950,Steel Plant,Helapuri Restaurant,Siripuram,16,38 mins,₹155,₹220,₹350,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Steel Plant to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00951,Scindia,Helapuri Restaurant,Siripuram,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Scindia to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00952,One Town,Helapuri Restaurant,Siripuram,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from One Town to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00953,Poorna Market,Helapuri Restaurant,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Poorna Market to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00954,RK Beach,Helapuri Restaurant,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RK Beach to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00955,Rushikonda,Helapuri Restaurant,Siripuram,15,35 mins,₹145,₹210,₹330,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Rushikonda to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00956,Lawson's Bay,Helapuri Restaurant,Siripuram,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Lawson's Bay to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00957,Hanumanthuwaka,Helapuri Restaurant,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Hanumanthuwaka to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00958,Arilova,Helapuri Restaurant,Siripuram,9,22 mins,₹95,₹140,₹220,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Arilova to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00959,Beach Road,Helapuri Restaurant,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Beach Road to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00960,Kailasagiri,Helapuri Restaurant,Siripuram,6,16 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kailasagiri to Helapuri Restaurant located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00961,Gajuwaka,RR Wines,Siripuram,14,35 mins,₹135,₹200,₹310,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gajuwaka to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00962,Kommadi,RR Wines,Siripuram,18,40 mins,₹170,₹245,₹380,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kommadi to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00963,Madhurawada,RR Wines,Siripuram,16,38 mins,₹155,₹220,₹350,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Madhurawada to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00964,PM Palem,RR Wines,Siripuram,17,38 mins,₹160,₹235,₹370,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from PM Palem to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00965,MVP Colony,RR Wines,Siripuram,10,22 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from MVP Colony to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00966,Siripuram,RR Wines,Siripuram,1,5 mins,₹35,₹50,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Siripuram to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00967,Dwaraka Nagar,RR Wines,Siripuram,2,8 mins,₹40,₹55,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Dwaraka Nagar to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00968,Maddilapalem,RR Wines,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Maddilapalem to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00969,NAD Junction,RR Wines,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from NAD Junction to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00970,Seethammadhara,RR Wines,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Seethammadhara to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00971,Jagadamba,RR Wines,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Jagadamba to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00972,Asilmetta,RR Wines,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Asilmetta to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00973,Railway Station,RR Wines,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Railway Station to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00974,RTC Complex,RR Wines,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RTC Complex to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00975,Airport,RR Wines,Siripuram,20,45 mins,₹185,₹270,₹420,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Airport to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00976,Pendurthi,RR Wines,Siripuram,22,50 mins,₹200,₹295,₹460,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Pendurthi to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00977,Gopalapatnam,RR Wines,Siripuram,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gopalapatnam to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00978,Kurmannapalem,RR Wines,Siripuram,10,24 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kurmannapalem to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00979,Auto Nagar,RR Wines,Siripuram,12,28 mins,₹120,₹175,₹280,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Auto Nagar to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00980,Steel Plant,RR Wines,Siripuram,16,38 mins,₹155,₹220,₹350,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Steel Plant to RR Wines located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00981,Scindia,RR Wines,Siripuram,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Scindia to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00982,One Town,RR Wines,Siripuram,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from One Town to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00983,Poorna Market,RR Wines,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Poorna Market to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00984,RK Beach,RR Wines,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RK Beach to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00985,Rushikonda,RR Wines,Siripuram,15,35 mins,₹145,₹210,₹330,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Rushikonda to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00986,Lawson's Bay,RR Wines,Siripuram,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Lawson's Bay to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00987,Hanumanthuwaka,RR Wines,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Hanumanthuwaka to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00988,Arilova,RR Wines,Siripuram,9,22 mins,₹95,₹140,₹220,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Arilova to RR Wines located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00989,Beach Road,RR Wines,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Beach Road to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00990,Kailasagiri,RR Wines,Siripuram,6,16 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kailasagiri to RR Wines located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00991,Gajuwaka,Hotel Sea Rock,Siripuram,14,35 mins,₹135,₹200,₹310,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gajuwaka to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00992,Kommadi,Hotel Sea Rock,Siripuram,18,40 mins,₹170,₹245,₹380,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kommadi to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00993,Madhurawada,Hotel Sea Rock,Siripuram,16,38 mins,₹155,₹220,₹350,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Madhurawada to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00994,PM Palem,Hotel Sea Rock,Siripuram,17,38 mins,₹160,₹235,₹370,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from PM Palem to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00995,MVP Colony,Hotel Sea Rock,Siripuram,10,22 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from MVP Colony to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00996,Siripuram,Hotel Sea Rock,Siripuram,1,5 mins,₹35,₹50,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Siripuram to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00997,Dwaraka Nagar,Hotel Sea Rock,Siripuram,2,8 mins,₹40,₹55,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Dwaraka Nagar to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00998,Maddilapalem,Hotel Sea Rock,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Maddilapalem to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00999,NAD Junction,Hotel Sea Rock,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from NAD Junction to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01000,Seethammadhara,Hotel Sea Rock,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Seethammadhara to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01001,Jagadamba,Hotel Sea Rock,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Jagadamba to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01002,Asilmetta,Hotel Sea Rock,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Asilmetta to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01003,Railway Station,Hotel Sea Rock,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Railway Station to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01004,RTC Complex,Hotel Sea Rock,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RTC Complex to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01005,Airport,Hotel Sea Rock,Siripuram,20,45 mins,₹185,₹270,₹420,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Airport to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01006,Pendurthi,Hotel Sea Rock,Siripuram,22,50 mins,₹200,₹295,₹460,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Pendurthi to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01007,Gopalapatnam,Hotel Sea Rock,Siripuram,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gopalapatnam to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01008,Kurmannapalem,Hotel Sea Rock,Siripuram,10,24 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kurmannapalem to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01009,Auto Nagar,Hotel Sea Rock,Siripuram,12,28 mins,₹120,₹175,₹280,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Auto Nagar to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01010,Steel Plant,Hotel Sea Rock,Siripuram,16,38 mins,₹155,₹220,₹350,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Steel Plant to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01011,Scindia,Hotel Sea Rock,Siripuram,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Scindia to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01012,One Town,Hotel Sea Rock,Siripuram,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from One Town to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01013,Poorna Market,Hotel Sea Rock,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Poorna Market to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01014,RK Beach,Hotel Sea Rock,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RK Beach to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01015,Rushikonda,Hotel Sea Rock,Siripuram,15,35 mins,₹145,₹210,₹330,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Rushikonda to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01016,Lawson's Bay,Hotel Sea Rock,Siripuram,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Lawson's Bay to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01017,Hanumanthuwaka,Hotel Sea Rock,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Hanumanthuwaka to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01018,Arilova,Hotel Sea Rock,Siripuram,9,22 mins,₹95,₹140,₹220,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Arilova to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01019,Beach Road,Hotel Sea Rock,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Beach Road to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01020,Kailasagiri,Hotel Sea Rock,Siripuram,6,16 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kailasagiri to Hotel Sea Rock located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP01021,Gajuwaka,Lassi Shop,Siripuram,14,35 mins,₹135,₹200,₹310,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gajuwaka to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01022,Kommadi,Lassi Shop,Siripuram,18,40 mins,₹170,₹245,₹380,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kommadi to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01023,Madhurawada,Lassi Shop,Siripuram,16,38 mins,₹155,₹220,₹350,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Madhurawada to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01024,PM Palem,Lassi Shop,Siripuram,17,38 mins,₹160,₹235,₹370,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from PM Palem to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP01025,MVP Colony,Lassi Shop,Siripuram,10,22 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from MVP Colony to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP01026,Siripuram,Lassi Shop,Siripuram,1,5 mins,₹35,₹50,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Siripuram to Lassi Shop located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
