S.No,From (Locality),Zone,Locality Distance from City Centre (km),To (Beach),Beach Alias,Approx Distance (km),Rapido Bike – Base Fare (₹),Rapido Bike – Per km (₹),Rapido Bike – Day Fare (₹),Rapido Bike – Night Fare (₹),Rapido Bike – Est. Travel Time,Rapido Auto – Base Fare (₹),Rapido Auto – Per km (₹),Rapido Auto – Day Fare (₹),Rapido Auto – Night Fare (₹),Rapido Auto – Est. Travel Time,Rapido Cab – Base Fare (₹),Rapido Cab – Per km (₹),Rapido Cab – Day Fare (₹),Rapido Cab – Night Fare (₹),Rapido Cab – Est. Travel Time,Cheapest Option,Day Fare Summary (Bike/Auto/Cab),Rapido App,From Locality Latitude,From Locality Longitude,Beach Latitude,Beach Longitude,Beach Distance from City (km)
219,Old Town,South,3,Mangamaripeta Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.705,83.302,17.8261,83.4112,17
220,Old Town,South,3,Jodugullapalem Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.705,83.302,17.856,83.434,20
221,Old Town,South,3,Mutyalammapalem Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.705,83.302,17.692,83.272,10
222,Old Town,South,3,Pudimadaka Beach,,67.6,20,3,223,334,3h 57min,25,12,836,1045,4h 30min,50,14,996,1245,3h 23min,Rapido Bike,₹223 / ₹836 / ₹996,https://rapido.bike,17.705,83.302,17.923,83.478,32
223,Old Town,South,3,Divis Beach,Divis Coastal Area,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.705,83.302,17.869,83.448,22
224,Old Town,South,3,Kapuluppada Beach,,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.705,83.302,17.861,83.441,21
225,Maharanipeta,Central,2,Ramakrishna Beach,RK Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.715,83.306,17.7231,83.3378,3
226,Maharanipeta,Central,2,Rushikonda Beach,Rushikonda,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.715,83.306,17.784,83.3784,12
227,Maharanipeta,Central,2,Yarada Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.715,83.306,17.6618,83.2776,14
228,Maharanipeta,Central,2,Bheemunipatnam Beach,Bheemili Beach,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.715,83.306,17.8899,83.4547,24
229,Maharanipeta,Central,2,Lawson's Bay Beach,Lawsons Bay,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.715,83.306,17.7393,83.3522,5
230,Maharanipeta,Central,2,Sagar Nagar Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.715,83.306,17.7555,83.3637,7
231,Maharanipeta,Central,2,Gangavaram Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.715,83.306,17.6367,83.2267,16
232,Maharanipeta,Central,2,Appikonda Beach,,33.8,20,3,121,182,1h 58min,25,12,431,539,2h 15min,50,14,523,654,1h 41min,Rapido Bike,₹121 / ₹431 / ₹523,https://rapido.bike,17.715,83.306,17.9052,83.4694,27
233,Maharanipeta,Central,2,Mangamaripeta Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.715,83.306,17.8261,83.4112,17
234,Maharanipeta,Central,2,Jodugullapalem Beach,,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.715,83.306,17.856,83.434,20
235,Maharanipeta,Central,2,Mutyalammapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.715,83.306,17.692,83.272,10
236,Maharanipeta,Central,2,Pudimadaka Beach,,68.9,20,3,227,340,4h 1min,25,12,852,1065,4h 36min,50,14,1015,1269,3h 27min,Rapido Bike,₹227 / ₹852 / ₹1015,https://rapido.bike,17.715,83.306,17.923,83.478,32
237,Maharanipeta,Central,2,Divis Beach,Divis Coastal Area,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.715,83.306,17.869,83.448,22
238,Maharanipeta,Central,2,Kapuluppada Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.715,83.306,17.861,83.441,21
239,Poorna Market,South,3,Ramakrishna Beach,RK Beach,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.718,83.302,17.7231,83.3378,3
240,Poorna Market,South,3,Rushikonda Beach,Rushikonda,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.718,83.302,17.784,83.3784,12
241,Poorna Market,South,3,Yarada Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.718,83.302,17.6618,83.2776,14
242,Poorna Market,South,3,Bheemunipatnam Beach,Bheemili Beach,29.9,20,3,110,165,1h 45min,25,12,384,480,2h 0min,50,14,469,586,1h 30min,Rapido Bike,₹110 / ₹384 / ₹469,https://rapido.bike,17.718,83.302,17.8899,83.4547,24
243,Poorna Market,South,3,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.718,83.302,17.7393,83.3522,5
244,Poorna Market,South,3,Sagar Nagar Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.718,83.302,17.7555,83.3637,7
245,Poorna Market,South,3,Gangavaram Beach,,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.718,83.302,17.6367,83.2267,16
246,Poorna Market,South,3,Appikonda Beach,,32.5,20,3,118,177,1h 54min,25,12,415,519,2h 10min,50,14,505,631,1h 38min,Rapido Bike,₹118 / ₹415 / ₹505,https://rapido.bike,17.718,83.302,17.9052,83.4694,27
247,Poorna Market,South,3,Mangamaripeta Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.718,83.302,17.8261,83.4112,17
248,Poorna Market,South,3,Jodugullapalem Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.718,83.302,17.856,83.434,20
249,Poorna Market,South,3,Mutyalammapalem Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.718,83.302,17.692,83.272,10
250,Poorna Market,South,3,Pudimadaka Beach,,67.6,20,3,223,334,3h 57min,25,12,836,1045,4h 30min,50,14,996,1245,3h 23min,Rapido Bike,₹223 / ₹836 / ₹996,https://rapido.bike,17.718,83.302,17.923,83.478,32
251,Poorna Market,South,3,Divis Beach,Divis Coastal Area,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.718,83.302,17.869,83.448,22
252,Poorna Market,South,3,Kapuluppada Beach,,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.718,83.302,17.861,83.441,21
253,Gajuwaka,South,12,Ramakrishna Beach,RK Beach,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.683,83.21,17.7231,83.3378,3
254,Gajuwaka,South,12,Rushikonda Beach,Rushikonda,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.683,83.21,17.784,83.3784,12
255,Gajuwaka,South,12,Yarada Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.683,83.21,17.6618,83.2776,14
256,Gajuwaka,South,12,Bheemunipatnam Beach,Bheemili Beach,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.683,83.21,17.8899,83.4547,24
257,Gajuwaka,South,12,Lawson's Bay Beach,Lawsons Bay,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.683,83.21,17.7393,83.3522,5
258,Gajuwaka,South,12,Sagar Nagar Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.683,83.21,17.7555,83.3637,7
259,Gajuwaka,South,12,Gangavaram Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.683,83.21,17.6367,83.2267,16
260,Gajuwaka,South,12,Appikonda Beach,,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.683,83.21,17.9052,83.4694,27
261,Gajuwaka,South,12,Mangamaripeta Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.683,83.21,17.8261,83.4112,17
262,Gajuwaka,South,12,Jodugullapalem Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.683,83.21,17.856,83.434,20
263,Gajuwaka,South,12,Mutyalammapalem Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.683,83.21,17.692,83.272,10
264,Gajuwaka,South,12,Pudimadaka Beach,,55.9,20,3,188,282,3h 16min,25,12,696,870,3h 44min,50,14,833,1041,2h 48min,Rapido Bike,₹188 / ₹696 / ₹833,https://rapido.bike,17.683,83.21,17.923,83.478,32
265,Gajuwaka,South,12,Divis Beach,Divis Coastal Area,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.683,83.21,17.869,83.448,22
266,Gajuwaka,South,12,Kapuluppada Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.683,83.21,17.861,83.441,21
267,Kurmannapalem,South,10,Ramakrishna Beach,RK Beach,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.67,83.24,17.7231,83.3378,3
268,Kurmannapalem,South,10,Rushikonda Beach,Rushikonda,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.67,83.24,17.784,83.3784,12
269,Kurmannapalem,South,10,Yarada Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.67,83.24,17.6618,83.2776,14
270,Kurmannapalem,South,10,Bheemunipatnam Beach,Bheemili Beach,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.67,83.24,17.8899,83.4547,24
271,Kurmannapalem,South,10,Lawson's Bay Beach,Lawsons Bay,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.67,83.24,17.7393,83.3522,5
272,Kurmannapalem,South,10,Sagar Nagar Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.67,83.24,17.7555,83.3637,7
273,Kurmannapalem,South,10,Gangavaram Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.67,83.24,17.6367,83.2267,16
274,Kurmannapalem,South,10,Appikonda Beach,,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.67,83.24,17.9052,83.4694,27
275,Kurmannapalem,South,10,Mangamaripeta Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.67,83.24,17.8261,83.4112,17
276,Kurmannapalem,South,10,Jodugullapalem Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.67,83.24,17.856,83.434,20
277,Kurmannapalem,South,10,Mutyalammapalem Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.67,83.24,17.692,83.272,10
278,Kurmannapalem,South,10,Pudimadaka Beach,,58.5,20,3,196,294,3h 25min,25,12,727,909,3h 54min,50,14,869,1086,2h 56min,Rapido Bike,₹196 / ₹727 / ₹869,https://rapido.bike,17.67,83.24,17.923,83.478,32
279,Kurmannapalem,South,10,Divis Beach,Divis Coastal Area,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.67,83.24,17.869,83.448,22
280,Kurmannapalem,South,10,Kapuluppada Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.67,83.24,17.861,83.441,21
281,Malkapuram,South,8,Ramakrishna Beach,RK Beach,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.696,83.278,17.7231,83.3378,3
282,Malkapuram,South,8,Rushikonda Beach,Rushikonda,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.696,83.278,17.784,83.3784,12
283,Malkapuram,South,8,Yarada Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.696,83.278,17.6618,83.2776,14
284,Malkapuram,South,8,Bheemunipatnam Beach,Bheemili Beach,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.696,83.278,17.8899,83.4547,24
285,Malkapuram,South,8,Lawson's Bay Beach,Lawsons Bay,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.696,83.278,17.7393,83.3522,5
286,Malkapuram,South,8,Sagar Nagar Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.696,83.278,17.7555,83.3637,7
287,Malkapuram,South,8,Gangavaram Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.696,83.278,17.6367,83.2267,16
288,Malkapuram,South,8,Appikonda Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.696,83.278,17.9052,83.4694,27
289,Malkapuram,South,8,Mangamaripeta Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.696,83.278,17.8261,83.4112,17
290,Malkapuram,South,8,Jodugullapalem Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.696,83.278,17.856,83.434,20
291,Malkapuram,South,8,Mutyalammapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.696,83.278,17.692,83.272,10
292,Malkapuram,South,8,Pudimadaka Beach,,61.1,20,3,203,304,3h 34min,25,12,758,948,4h 4min,50,14,905,1131,3h 3min,Rapido Bike,₹203 / ₹758 / ₹905,https://rapido.bike,17.696,83.278,17.923,83.478,32
293,Malkapuram,South,8,Divis Beach,Divis Coastal Area,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.696,83.278,17.869,83.448,22
294,Malkapuram,South,8,Kapuluppada Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.696,83.278,17.861,83.441,21
295,NAD Junction,South,7,Ramakrishna Beach,RK Beach,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.71,83.295,17.7231,83.3378,3
296,NAD Junction,South,7,Rushikonda Beach,Rushikonda,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.71,83.295,17.784,83.3784,12
297,NAD Junction,South,7,Yarada Beach,,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.71,83.295,17.6618,83.2776,14
298,NAD Junction,South,7,Bheemunipatnam Beach,Bheemili Beach,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.71,83.295,17.8899,83.4547,24
299,NAD Junction,South,7,Lawson's Bay Beach,Lawsons Bay,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.71,83.295,17.7393,83.3522,5
300,NAD Junction,South,7,Sagar Nagar Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.71,83.295,17.7555,83.3637,7
301,NAD Junction,South,7,Gangavaram Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.71,83.295,17.6367,83.2267,16
302,NAD Junction,South,7,Appikonda Beach,,27.3,20,3,102,153,1h 36min,25,12,353,441,1h 49min,50,14,432,540,1h 22min,Rapido Bike,₹102 / ₹353 / ₹432,https://rapido.bike,17.71,83.295,17.9052,83.4694,27
303,NAD Junction,South,7,Mangamaripeta Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.71,83.295,17.8261,83.4112,17
304,NAD Junction,South,7,Jodugullapalem Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.71,83.295,17.856,83.434,20
305,NAD Junction,South,7,Mutyalammapalem Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.71,83.295,17.692,83.272,10
306,NAD Junction,South,7,Pudimadaka Beach,,62.4,20,3,207,310,3h 38min,25,12,774,968,4h 10min,50,14,924,1155,3h 7min,Rapido Bike,₹207 / ₹774 / ₹924,https://rapido.bike,17.71,83.295,17.923,83.478,32
307,NAD Junction,South,7,Divis Beach,Divis Coastal Area,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.71,83.295,17.869,83.448,22
308,NAD Junction,South,7,Kapuluppada Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.71,83.295,17.861,83.441,21
309,Kancharapalem,South,5,Ramakrishna Beach,RK Beach,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.705,83.29,17.7231,83.3378,3
310,Kancharapalem,South,5,Rushikonda Beach,Rushikonda,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.705,83.29,17.784,83.3784,12
311,Kancharapalem,South,5,Yarada Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.705,83.29,17.6618,83.2776,14
312,Kancharapalem,South,5,Bheemunipatnam Beach,Bheemili Beach,27.3,20,3,102,153,1h 36min,25,12,353,441,1h 49min,50,14,432,540,1h 22min,Rapido Bike,₹102 / ₹353 / ₹432,https://rapido.bike,17.705,83.29,17.8899,83.4547,24
313,Kancharapalem,South,5,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.705,83.29,17.7393,83.3522,5
314,Kancharapalem,South,5,Sagar Nagar Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.705,83.29,17.7555,83.3637,7
315,Kancharapalem,South,5,Gangavaram Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.705,83.29,17.6367,83.2267,16
316,Kancharapalem,South,5,Appikonda Beach,,29.9,20,3,110,165,1h 45min,25,12,384,480,2h 0min,50,14,469,586,1h 30min,Rapido Bike,₹110 / ₹384 / ₹469,https://rapido.bike,17.705,83.29,17.9052,83.4694,27
317,Kancharapalem,South,5,Mangamaripeta Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.705,83.29,17.8261,83.4112,17
318,Kancharapalem,South,5,Jodugullapalem Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.705,83.29,17.856,83.434,20
319,Kancharapalem,South,5,Mutyalammapalem Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.705,83.29,17.692,83.272,10
320,Kancharapalem,South,5,Pudimadaka Beach,,65,20,3,215,322,3h 48min,25,12,805,1006,4h 20min,50,14,960,1200,3h 15min,Rapido Bike,₹215 / ₹805 / ₹960,https://rapido.bike,17.705,83.29,17.923,83.478,32
321,Kancharapalem,South,5,Divis Beach,Divis Coastal Area,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.705,83.29,17.869,83.448,22
322,Kancharapalem,South,5,Kapuluppada Beach,,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.705,83.29,17.861,83.441,21
323,Gopalapatnam,West,9,Ramakrishna Beach,RK Beach,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.76,83.28,17.7231,83.3378,3
324,Gopalapatnam,West,9,Rushikonda Beach,Rushikonda,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.76,83.28,17.784,83.3784,12
325,Gopalapatnam,West,9,Yarada Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.76,83.28,17.6618,83.2776,14
326,Gopalapatnam,West,9,Bheemunipatnam Beach,Bheemili Beach,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.76,83.28,17.8899,83.4547,24
327,Gopalapatnam,West,9,Lawson's Bay Beach,Lawsons Bay,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.76,83.28,17.7393,83.3522,5
328,Gopalapatnam,West,9,Sagar Nagar Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.76,83.28,17.7555,83.3637,7
329,Gopalapatnam,West,9,Gangavaram Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.76,83.28,17.6367,83.2267,16
