"route_id,source_area,theater_name,theater_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,movie_crowd_friendly,description"
"1838,Maddilapalem,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,211H,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 211H from Maddilapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1839,NAD Junction,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,400H,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,10,33 mins,15,05:30,22:30,20,0.3,Yes,Board bus 400H from NAD Junction Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1840,Seethammadhara,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,213H,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 213H from Seethammadhara Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1841,Jagadamba,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,905H,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 905H from Jagadamba Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1842,Asilmetta,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,907H,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 907H from Asilmetta Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1843,Railway Station,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,909H,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 909H from Railway Station Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1844,RTC Complex,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,100H,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 100H from RTC Complex Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1845,Airport,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 500H from Airport Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1846,Pendurthi,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,320H,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,32,106 mins,55,05:30,21:30,25,0.3,Limited,Board bus 320H from Pendurthi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1847,Gopalapatnam,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,310H,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,24,80 mins,40,05:30,21:30,25,0.3,Yes,Board bus 310H from Gopalapatnam Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1848,Kurmannapalem,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,330H,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,26,86 mins,45,05:30,21:30,25,0.3,Limited,Board bus 330H from Kurmannapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1849,Auto Nagar,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,402H,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,11,36 mins,15,05:30,22:30,20,0.3,Yes,Board bus 402H from Auto Nagar Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1850,Steel Plant,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,4,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Steel Plant Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1851,Scindia,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,350H,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,Board bus 350H from Scindia Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1852,One Town,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,101H,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 101H from One Town Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1853,Poorna Market,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,103H,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,14,46 mins,25,05:30,22:30,20,0.3,Yes,Board bus 103H from Poorna Market Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1854,RK Beach,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 900H from RK Beach Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1855,Rushikonda,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,219H,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 219H from Rushikonda Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1856,Lawson's Bay,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,901H,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 901H from Lawson's Bay Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1857,Hanumanthuwaka,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from Hanumanthuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1858,Arilova,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 218H from Arilova Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1859,Beach Road,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 900H from Beach Road Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1860,Kailasagiri,Shanthi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,802H,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,23,76 mins,40,05:30,21:30,25,0.3,Yes,Board bus 802H from Kailasagiri Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Shanthi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1861,Gajuwaka,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,1,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Gajuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1862,Kommadi,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,27,90 mins,45,05:30,21:30,25,0.3,Limited,Board bus 500H from Kommadi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1863,Madhurawada,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM Jn â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,25,83 mins,45,05:30,21:30,25,0.3,Yes,Board bus 218H from Madhurawada Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1864,PM Palem,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,299H,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 299H from PM Palem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1865,MVP Colony,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from MVP Colony Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1866,Siripuram,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar â†’ Jagadamba,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 900H from Siripuram Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1867,Dwaraka Nagar,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,902H,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta â†’ RK Beach,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 902H from Dwaraka Nagar Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1868,Maddilapalem,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,211H,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 211H from Maddilapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1869,NAD Junction,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,400H,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,10,33 mins,15,05:30,22:30,20,0.3,Yes,Board bus 400H from NAD Junction Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1870,Seethammadhara,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,213H,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 213H from Seethammadhara Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1871,Jagadamba,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,905H,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 905H from Jagadamba Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1872,Asilmetta,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,907H,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 907H from Asilmetta Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1873,Railway Station,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,909H,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 909H from Railway Station Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1874,RTC Complex,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,100H,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 100H from RTC Complex Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1875,Airport,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 500H from Airport Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1876,Pendurthi,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,320H,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,32,106 mins,55,05:30,21:30,25,0.3,Limited,Board bus 320H from Pendurthi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1877,Gopalapatnam,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,310H,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,24,80 mins,40,05:30,21:30,25,0.3,Yes,Board bus 310H from Gopalapatnam Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1878,Kurmannapalem,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,330H,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,26,86 mins,45,05:30,21:30,25,0.3,Limited,Board bus 330H from Kurmannapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1879,Auto Nagar,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,402H,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,11,36 mins,15,05:30,22:30,20,0.3,Yes,Board bus 402H from Auto Nagar Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1880,Steel Plant,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,4,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Steel Plant Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1881,Scindia,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,350H,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,Board bus 350H from Scindia Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1882,One Town,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,101H,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 101H from One Town Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1883,Poorna Market,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,103H,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,14,46 mins,25,05:30,22:30,20,0.3,Yes,Board bus 103H from Poorna Market Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 20 mins; extra frequency during evening show times."
"1884,RK Beach,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 900H from RK Beach Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1885,Rushikonda,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,219H,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 219H from Rushikonda Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1886,Lawson's Bay,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,901H,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 901H from Lawson's Bay Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1887,Hanumanthuwaka,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from Hanumanthuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1888,Arilova,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 218H from Arilova Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1889,Beach Road,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 900H from Beach Road Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1890,Kailasagiri,Srinivasa Talkies Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,802H,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,23,76 mins,40,05:30,21:30,25,0.3,Yes,Board bus 802H from Kailasagiri Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Talkies Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1891,Gajuwaka,Sri Mahalakshmi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,1,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Gajuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Sri Mahalakshmi Theatre Gajuwaka. Buses run every 15 mins; extra frequency during evening show times."
"1892,Kommadi,Sri Mahalakshmi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,27,90 mins,45,05:30,21:30,25,0.3,Limited,Board bus 500H from Kommadi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Sri Mahalakshmi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
"1893,Madhurawada,Sri Mahalakshmi Theatre Gajuwaka,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM Jn â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,25,83 mins,45,05:30,21:30,25,0.3,Yes,Board bus 218H from Madhurawada Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Sri Mahalakshmi Theatre Gajuwaka. Buses run every 25 mins; extra frequency during evening show times."
