trip_id,source_area,park_name,park_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP02072,Auto Nagar,Madhurawada Hill Park,Madhurawada,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Auto Nagar to Madhurawada Hill Park in Madhurawada. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02073,Auto Nagar,Madhurawada Sunrise Garden,Madhurawada,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Auto Nagar to Madhurawada Sunrise Garden in Madhurawada. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02074,Auto Nagar,Madhurawada Urban Park,Madhurawada,16,39 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Madhurawada Junction, DLF Cybercity, Infosys Campus",Travel from Auto Nagar to Madhurawada Urban Park in Madhurawada. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02075,Auto Nagar,PM Palem Eco Valley,PM Palem,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Eco Valley in PM Palem. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02076,Auto Nagar,PM Palem Green Valley Park,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Green Valley Park in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02077,Auto Nagar,PM Palem Heritage Park,PM Palem,16,39 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Heritage Park in PM Palem. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02078,Auto Nagar,PM Palem Lake View Park,PM Palem,17,42 mins,Rs 145,Rs 210,Rs 290,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Lake View Park in PM Palem. Distance approx 17 km with medium traffic. Route via major Vizag roads.
TRP02079,Auto Nagar,PM Palem Nature Park,PM Palem,18,45 mins,Rs 155,Rs 220,Rs 305,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Nature Park in PM Palem. Distance approx 18 km with medium traffic. Route via major Vizag roads.
TRP02080,Auto Nagar,PM Palem Public Park,PM Palem,16,39 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","PM Palem Bus Stop, Kommadi Junction, Madhurawada Road",Travel from Auto Nagar to PM Palem Public Park in PM Palem. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02081,Auto Nagar,Rushikonda Bay Park,Rushikonda,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Bay Park in Rushikonda. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02082,Auto Nagar,Rushikonda Beach Park,Rushikonda,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Beach Park in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02083,Auto Nagar,Rushikonda Green Garden,Rushikonda,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Green Garden in Rushikonda. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02084,Auto Nagar,Rushikonda Hill Garden,Rushikonda,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Hill Garden in Rushikonda. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02085,Auto Nagar,Rushikonda Ocean Park,Rushikonda,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Ocean Park in Rushikonda. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02086,Auto Nagar,Rushikonda Palm Park,Rushikonda,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Rushikonda Beach, Dolphin Hotel Hill, GITAM University",Travel from Auto Nagar to Rushikonda Palm Park in Rushikonda. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02087,Auto Nagar,Seaside Green Park,Visakhapatnam,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from Auto Nagar to Seaside Green Park in Visakhapatnam. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02088,Auto Nagar,Seethammadhara Botanical Garden,Seethammadhara,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Botanical Garden in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02089,Auto Nagar,Seethammadhara Eco Garden,Seethammadhara,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Eco Garden in Seethammadhara. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP02090,Auto Nagar,Seethammadhara Family Park,Seethammadhara,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Family Park in Seethammadhara. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP02091,Auto Nagar,Seethammadhara Lake View Park,Seethammadhara,12,31 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Lake View Park in Seethammadhara. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02092,Auto Nagar,Seethammadhara Sunrise Park,Seethammadhara,10,25 mins,Rs 90,Rs 125,Rs 190,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Sunrise Park in Seethammadhara. Distance approx 10 km with medium traffic. Route via major Vizag roads.
TRP02093,Auto Nagar,Seethammadhara Valley Garden,Seethammadhara,11,28 mins,Rs 95,Rs 140,Rs 205,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Seethammadhara Junction, HDFC Bank, Big Bazaar",Travel from Auto Nagar to Seethammadhara Valley Garden in Seethammadhara. Distance approx 11 km with medium traffic. Route via major Vizag roads.
TRP02094,Auto Nagar,Simhachalam Eco Park,Simhachalam,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Eco Park in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02095,Auto Nagar,Simhachalam Green Valley,Simhachalam,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Green Valley in Simhachalam. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02096,Auto Nagar,Simhachalam Heritage Garden,Simhachalam,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Heritage Garden in Simhachalam. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02097,Auto Nagar,Simhachalam Hill Park,Simhachalam,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Hill Park in Simhachalam. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02098,Auto Nagar,Simhachalam Nature Valley,Simhachalam,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Nature Valley in Simhachalam. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02099,Auto Nagar,Simhachalam Public Park,Simhachalam,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Auto Nagar to Simhachalam Public Park in Simhachalam. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02100,Auto Nagar,Steel City Eco Park,Steel City,6,15 mins,Rs 55,Rs 80,Rs 135,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Auto Nagar to Steel City Eco Park in Steel City. Distance approx 6 km with medium traffic. Route via major Vizag roads.
TRP02101,Auto Nagar,Steel Plant Botanical Garden,Steel Plant,4,9 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Auto Nagar to Steel Plant Botanical Garden in Steel Plant. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02102,Auto Nagar,Steel Plant Green Park,Steel Plant,5,12 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Auto Nagar to Steel Plant Green Park in Steel Plant. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP02103,Auto Nagar,Steel Plant Lake View Park,Steel Plant,6,15 mins,Rs 55,Rs 80,Rs 135,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RINL Steel Plant Gate, RSP Township, BHPV Colony",Travel from Auto Nagar to Steel Plant Lake View Park in Steel Plant. Distance approx 6 km with medium traffic. Route via major Vizag roads.
TRP02104,Auto Nagar,Yendada Eco Valley,Yendada,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Eco Valley in Yendada. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02105,Auto Nagar,Yendada Hill View Park,Yendada,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Hill View Park in Yendada. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02106,Auto Nagar,Yendada Nature Garden,Yendada,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Nature Garden in Yendada. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02107,Auto Nagar,Yendada Public Garden,Yendada,19,47 mins,Rs 160,Rs 235,Rs 320,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Public Garden in Yendada. Distance approx 19 km with low traffic. Route via major Vizag roads.
TRP02108,Auto Nagar,Yendada Sunrise Park,Yendada,20,50 mins,Rs 170,Rs 245,Rs 330,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Sunrise Park in Yendada. Distance approx 20 km with low traffic. Route via major Vizag roads.
TRP02109,Auto Nagar,Yendada Valley Park,Yendada,21,53 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Yendada Junction, Sheelanagar, Mangamaripeta",Travel from Auto Nagar to Yendada Valley Park in Yendada. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02110,Steel Plant,All Abilities Park,Beach Road,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to All Abilities Park in Beach Road. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02111,Steel Plant,Biodiversity Park Botanical Garden,Pedda Waltair,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Pedda Waltair, AU Campus, Bheemunipatnam Road",Travel from Steel Plant to Biodiversity Park Botanical Garden in Pedda Waltair. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02112,Steel Plant,Children Traffic Park,MVP Colony,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to Children Traffic Park in MVP Colony. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02113,Steel Plant,Dragon Park,Chinna Waltair,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Chinna Waltair Road, Visakha Museum, AU Hill",Travel from Steel Plant to Dragon Park in Chinna Waltair. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02114,Steel Plant,Gokul Park,Beach Road,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Gokul Park in Beach Road. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02115,Steel Plant,Indira Gandhi Children Park,Maharani Peta,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Maharani Peta, Town Hall, Post Office Road",Travel from Steel Plant to Indira Gandhi Children Park in Maharani Peta. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02116,Steel Plant,Indira Gandhi Zoological Park,NH16 Road,10,25 mins,Rs 90,Rs 125,Rs 190,Low,Auto,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Indira Gandhi Zoo, Kambalakonda, NH16",Travel from Steel Plant to Indira Gandhi Zoological Park in NH16 Road. Distance approx 10 km with low traffic. Route via major Vizag roads.
TRP02117,Steel Plant,Kambalakonda Eco Tourism Park,Kambalakonda,11,28 mins,Rs 95,Rs 140,Rs 205,Low,Auto,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Kambalakonda Reserve Forest, Indira Gandhi Zoo, NH16",Travel from Steel Plant to Kambalakonda Eco Tourism Park in Kambalakonda. Distance approx 11 km with low traffic. Route via major Vizag roads.
TRP02118,Steel Plant,Lumbini Park,Beach Road,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Lumbini Park in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02119,Steel Plant,Mudasarlova Park,Hanumanthavaka,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Mudasarlova Reservoir, Hanumanthuwaka Junction",Travel from Steel Plant to Mudasarlova Park in Hanumanthavaka. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02120,Steel Plant,Radha Krishna Beach Park,RK Beach,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Radha Krishna Beach Park in RK Beach. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02121,Steel Plant,Sagar Nagar View Point Park,Sagar Nagar,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Sagar Nagar Beach, Vizag Lighthouse, RK Beach",Travel from Steel Plant to Sagar Nagar View Point Park in Sagar Nagar. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02122,Steel Plant,Saraswathi Park,Daba Gardens,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Daba Gardens, Gnanapuram, Town Hall",Travel from Steel Plant to Saraswathi Park in Daba Gardens. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02123,Steel Plant,Shivaji Park,MVP Colony,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","MVP Water Tank, MVP Market, Rythu Bazaar",Travel from Steel Plant to Shivaji Park in MVP Colony. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02124,Steel Plant,Tenneti Park,Beach Road,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Tenneti Park in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02125,Steel Plant,VMRDA Kailasagiri,Kailasagiri,15,37 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Kailasagiri Ropeway, Shiva-Parvati Statue, Sea View Point",Travel from Steel Plant to VMRDA Kailasagiri in Kailasagiri. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02126,Steel Plant,VMRDA Park (VUDA Park),Beach Road,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to VMRDA Park (VUDA Park) in Beach Road. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02127,Steel Plant,YSR Central Park,Dwaraka Nagar,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Dwaraka Nagar Circle, Central Park, RTC Complex",Travel from Steel Plant to YSR Central Park in Dwaraka Nagar. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02128,Steel Plant,Zen Park,CBM Compound / Ram Nagar,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","CBM Compound, Ram Nagar, Gitam College",Travel from Steel Plant to Zen Park in CBM Compound / Ram Nagar. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02129,Steel Plant,Akkayyapalem Children Park,Akkayyapalem,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Steel Plant to Akkayyapalem Children Park in Akkayyapalem. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02130,Steel Plant,Akkayyapalem Mini Park,Akkayyapalem,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Steel Plant to Akkayyapalem Mini Park in Akkayyapalem. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02131,Steel Plant,Akkayyapalem Recreation Park,Akkayyapalem,12,29 mins,Rs 105,Rs 150,Rs 220,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Steel Plant to Akkayyapalem Recreation Park in Akkayyapalem. Distance approx 12 km with medium traffic. Route via major Vizag roads.
TRP02132,Steel Plant,Akkayyapalem Urban Garden,Akkayyapalem,13,32 mins,Rs 115,Rs 160,Rs 235,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Akkayyapalem Junction, Seethammadhara Flyover",Travel from Steel Plant to Akkayyapalem Urban Garden in Akkayyapalem. Distance approx 13 km with medium traffic. Route via major Vizag roads.
TRP02133,Steel Plant,Arilova Children Park,Arilova,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova Children Park in Arilova. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP02134,Steel Plant,Arilova City Garden,Arilova,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova City Garden in Arilova. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP02135,Steel Plant,Arilova Green Valley Park,Arilova,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova Green Valley Park in Arilova. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02136,Steel Plant,Arilova Heritage Park,Arilova,5,13 mins,Rs 50,Rs 65,Rs 120,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova Heritage Park in Arilova. Distance approx 5 km with medium traffic. Route via major Vizag roads.
TRP02137,Steel Plant,Arilova Nature Park,Arilova,3,7 mins,Rs 35,Rs 40,Rs 95,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova Nature Park in Arilova. Distance approx 3 km with medium traffic. Route via major Vizag roads.
TRP02138,Steel Plant,Arilova Palm Garden,Arilova,4,10 mins,Rs 40,Rs 55,Rs 110,Medium,Rapido Bike,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Arilova Main Road, GVMC Office, NAD Junction",Travel from Steel Plant to Arilova Palm Garden in Arilova. Distance approx 4 km with medium traffic. Route via major Vizag roads.
TRP02139,Steel Plant,Beach Road Coastal Park,Beach Road,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Beach Road Coastal Park in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02140,Steel Plant,Beach Road Eco Garden,Beach Road,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Beach Road Eco Garden in Beach Road. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02141,Steel Plant,Beach Road Family Park,Beach Road,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Beach Road Family Park in Beach Road. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02142,Steel Plant,Beach Road Green Park,Beach Road,16,41 mins,Rs 135,Rs 200,Rs 275,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Beach Road Green Park in Beach Road. Distance approx 16 km with medium traffic. Route via major Vizag roads.
TRP02143,Steel Plant,Beach Road Urban Park,Beach Road,14,35 mins,Rs 120,Rs 175,Rs 250,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","RK Beach, Appughar, Submarine Museum, INS Kurusura",Travel from Steel Plant to Beach Road Urban Park in Beach Road. Distance approx 14 km with medium traffic. Route via major Vizag roads.
TRP02144,Steel Plant,Beach View Park,Visakhapatnam,15,38 mins,Rs 130,Rs 185,Rs 260,Medium,Auto,"8-10 AM, 6-8 PM","10 AM-5 PM, after 9 PM","Visakhapatnam City Center, GVMC Office",Travel from Steel Plant to Beach View Park in Visakhapatnam. Distance approx 15 km with medium traffic. Route via major Vizag roads.
TRP02145,Steel Plant,Bheemili Beach Garden,Bheemili,23,58 mins,Rs 195,Rs 280,Rs 375,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Beach Garden in Bheemili. Distance approx 23 km with low traffic. Route via major Vizag roads.
TRP02146,Steel Plant,Bheemili Coastal Garden,Bheemili,21,52 mins,Rs 175,Rs 260,Rs 345,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Coastal Garden in Bheemili. Distance approx 21 km with low traffic. Route via major Vizag roads.
TRP02147,Steel Plant,Bheemili Heritage Park,Bheemili,22,55 mins,Rs 185,Rs 270,Rs 360,Low,Cab,"9-10 AM, 7-8 PM",Anytime except weekends 5-8 PM,"Bheemili Beach, Dutch Cemetery, Bheemili Bus Stop",Travel from Steel Plant to Bheemili Heritage Park in Bheemili. Distance approx 22 km with low traffic. Route via major Vizag roads.
