route_id,source_area,park_name,park_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
VSK-1374,PM Palem,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1375,Pendurthi,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1376,Poorna Market,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1377,RK Beach,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1378,RTC Complex,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1379,Railway Station,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1380,Rushikonda,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1381,Scindia,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1382,Seethammadhara,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1383,Siripuram,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1384,Steel Plant,Dwaraka Nagar Central Garden,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Central Garden in Dwaraka Nagar."
VSK-1385,Airport,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1386,Arilova,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1387,Asilmetta,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1388,Auto Nagar,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1389,Beach Road,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1390,Dwaraka Nagar,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Dwaraka Nagar,3,10 mins,8,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1391,Gajuwaka,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1392,Gopalapatnam,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1393,Hanumanthuwaka,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1394,Jagadamba,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1395,Kailasagiri,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Dwaraka Nagar,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1396,Kommadi,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1397,Kurmannapalem,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1398,Lawsons Bay,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1399,MVP Colony,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1400,Maddilapalem,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1401,Madhurawada,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1402,NAD Junction,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1403,One Town,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1404,PM Palem,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1405,Pendurthi,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1406,Poorna Market,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1407,RK Beach,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1408,RTC Complex,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1409,Railway Station,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1410,Rushikonda,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1411,Scindia,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1412,Seethammadhara,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,205,City Ordinary,Seethammadhara MVP Colony Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 205 from Seethammadhara to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1413,Siripuram,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Siripuram Jagadamba RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Siripuram to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1414,Steel Plant,Dwaraka Nagar City Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Steel Plant to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar City Park in Dwaraka Nagar."
VSK-1415,Airport,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Airport Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Airport to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1416,Arilova,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Arilova Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Arilova to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1417,Asilmetta,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,505,City Ordinary,Asilmetta Dwaraka Nagar RTC Complex Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 505 from Asilmetta to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1418,Auto Nagar,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Auto Nagar Gajuwaka Steel Plant NAD Junction Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Auto Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1419,Beach Road,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Beach Road RK Beach Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Beach Road to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1420,Dwaraka Nagar,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,503,City Ordinary,Dwaraka Nagar RTC Complex Jagadamba Siripuram Dwaraka Nagar,3,10 mins,8,0530,2200,20,0.2,Yes,"Take APSRTC bus 503 from Dwaraka Nagar to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1421,Gajuwaka,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Gajuwaka Junction Steel Plant NAD Junction Jagadamba Siripuram Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Gajuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1422,Gopalapatnam,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,410,City Ordinary,Gopalapatnam Kommadi Madhurawada MVP Colony Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 410 from Gopalapatnam to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1423,Hanumanthuwaka,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,Hanumanthuwaka Gajuwaka NAD Junction Jagadamba Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 400 from Hanumanthuwaka to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1424,Jagadamba,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Jagadamba to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1425,Kailasagiri,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500E,Express,Kailasagiri Lawsons Bay RK Beach Jagadamba Dwaraka Nagar,10,30 mins,15,0600,2100,25,0.2,Yes,"Take APSRTC bus 500E from Kailasagiri to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1426,Kommadi,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,401,City Ordinary,Kommadi Junction Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 401 from Kommadi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1427,Kurmannapalem,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,106,City Ordinary,Kurmannapalem Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 106 from Kurmannapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1428,Lawsons Bay,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,Lawsons Bay Kailasagiri RK Beach Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from Lawsons Bay to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1429,MVP Colony,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,202,City Ordinary,MVP Colony Seethammadhara Maddilapalem Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 202 from MVP Colony to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1430,Maddilapalem,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,203,City Ordinary,Maddilapalem Seethammadhara MVP Colony Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 203 from Maddilapalem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1431,Madhurawada,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Madhurawada PM Palem MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Madhurawada to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1432,NAD Junction,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,400,City Ordinary,NAD Junction Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 400 from NAD Junction to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1433,One Town,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,One Town RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from One Town to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1434,PM Palem,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,301,City Ordinary,PM Palem Madhurawada Seethammadhara MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 301 from PM Palem to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1435,Pendurthi,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,104,City Ordinary,Pendurthi Gopalapatnam Kommadi Madhurawada Dwaraka Nagar,15,45 mins,20,0530,2200,30,0.2,Yes,"Take APSRTC bus 104 from Pendurthi to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1436,Poorna Market,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Poorna Market Jagadamba Siripuram RK Beach Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Poorna Market to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1437,RK Beach,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RK Beach Jagadamba Siripuram Dwaraka Nagar Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RK Beach to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1438,RTC Complex,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,500,City Ordinary,RTC Complex Dwaraka Nagar Jagadamba Siripuram Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 500 from RTC Complex to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1439,Railway Station,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,60,City Ordinary,Railway Station RTC Complex Dwaraka Nagar Jagadamba Dwaraka Nagar,5,15 mins,10,0530,2200,20,0.2,Yes,"Take APSRTC bus 60 from Railway Station to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1440,Rushikonda,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Rushikonda Madhurawada MVP Colony Seethammadhara Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Rushikonda to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
VSK-1441,Scindia,Dwaraka Nagar Eco Park,Dwaraka Nagar,Dwaraka Nagar Bus Stop,300,City Ordinary,Scindia Madhurawada PM Palem MVP Colony Dwaraka Nagar,10,30 mins,15,0530,2200,25,0.2,Yes,"Take APSRTC bus 300 from Scindia to Dwaraka Nagar Bus Stop, then walk 0.2 km to Dwaraka Nagar Eco Park in Dwaraka Nagar."
