trip_id,source_area,cafe_name,cafe_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TRP02962,One Town,Raya Rayapalli Mounika,Dwaraka Nagar,4.3,18-23 mins,â‚¹45,â‚¹60,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from One Town to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 4.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02963,Poorna Market,Raya Rayapalli Mounika,Dwaraka Nagar,4.7,20-25 mins,â‚¹45,â‚¹60,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Poorna Market to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 4.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02964,RK Beach,Raya Rayapalli Mounika,Dwaraka Nagar,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from RK Beach to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02965,Rushikonda,Raya Rayapalli Mounika,Dwaraka Nagar,12.6,42-47 mins,â‚¹110,â‚¹155,â‚¹200,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Rushikonda to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 12.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02966,Lawson's Bay,Raya Rayapalli Mounika,Dwaraka Nagar,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Lawson's Bay to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02967,Hanumanthuwaka,Raya Rayapalli Mounika,Dwaraka Nagar,9,30-35 mins,â‚¹80,â‚¹115,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Hanumanthuwaka to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 9.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02968,Arilova,Raya Rayapalli Mounika,Dwaraka Nagar,9.3,31-36 mins,â‚¹85,â‚¹120,â‚¹150,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Arilova to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 9.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02969,Beach Road,Raya Rayapalli Mounika,Dwaraka Nagar,2.6,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Beach Road to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 2.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02970,Kailasagiri,Raya Rayapalli Mounika,Dwaraka Nagar,7.5,25-30 mins,â‚¹70,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","Sree Kanya Theatre, Dwaraka Nagar",Travel from Kailasagiri to Raya Rayapalli Mounika in Dwaraka Nagar. Road distance approx 7.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02971,Gajuwaka,Tea Stall,Siripuram,15,50-55 mins,â‚¹130,â‚¹185,â‚¹230,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Gajuwaka to Tea Stall in Siripuram. Road distance approx 15.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02972,Kommadi,Tea Stall,Siripuram,13.4,45-50 mins,â‚¹115,â‚¹165,â‚¹210,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Kommadi to Tea Stall in Siripuram. Road distance approx 13.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02973,Madhurawada,Tea Stall,Siripuram,11.5,38-43 mins,â‚¹100,â‚¹145,â‚¹185,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Madhurawada to Tea Stall in Siripuram. Road distance approx 11.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02974,PM Palem,Tea Stall,Siripuram,4.5,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from PM Palem to Tea Stall in Siripuram. Road distance approx 4.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02975,MVP Colony,Tea Stall,Siripuram,4.1,14-19 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from MVP Colony to Tea Stall in Siripuram. Road distance approx 4.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02976,Siripuram,Tea Stall,Siripuram,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Siripuram to Tea Stall in Siripuram. Road distance approx 1.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02977,Dwaraka Nagar,Tea Stall,Siripuram,2.2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Dwaraka Nagar to Tea Stall in Siripuram. Road distance approx 2.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02978,Maddilapalem,Tea Stall,Siripuram,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Maddilapalem to Tea Stall in Siripuram. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02979,NAD Junction,Tea Stall,Siripuram,6.5,22-27 mins,â‚¹60,â‚¹85,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from NAD Junction to Tea Stall in Siripuram. Road distance approx 6.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02980,Seethammadhara,Tea Stall,Siripuram,3.6,12-17 mins,â‚¹40,â‚¹50,â‚¹70,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Seethammadhara to Tea Stall in Siripuram. Road distance approx 3.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02981,Jagadamba,Tea Stall,Siripuram,2.5,11-16 mins,â‚¹30,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Jagadamba to Tea Stall in Siripuram. Road distance approx 2.5 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02982,Asilmetta,Tea Stall,Siripuram,2,9-14 mins,â‚¹25,â‚¹30,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Asilmetta to Tea Stall in Siripuram. Road distance approx 2.0 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02983,Railway Station,Tea Stall,Siripuram,3.3,14-19 mins,â‚¹35,â‚¹45,â‚¹70,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Railway Station to Tea Stall in Siripuram. Road distance approx 3.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02984,RTC Complex,Tea Stall,Siripuram,4.2,18-23 mins,â‚¹45,â‚¹55,â‚¹80,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from RTC Complex to Tea Stall in Siripuram. Road distance approx 4.2 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02985,Airport,Tea Stall,Siripuram,13.2,44-49 mins,â‚¹115,â‚¹165,â‚¹205,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Airport to Tea Stall in Siripuram. Road distance approx 13.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02986,Pendurthi,Tea Stall,Siripuram,16.8,56-61 mins,â‚¹145,â‚¹210,â‚¹255,Moderate-High,Cab,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Pendurthi to Tea Stall in Siripuram. Road distance approx 16.8 km with moderate-high traffic. Cab recommended for this route in Visakhapatnam.
TRP02987,Gopalapatnam,Tea Stall,Siripuram,9.5,32-37 mins,â‚¹85,â‚¹120,â‚¹155,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Gopalapatnam to Tea Stall in Siripuram. Road distance approx 9.5 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02988,Kurmannapalem,Tea Stall,Siripuram,8.7,29-34 mins,â‚¹80,â‚¹110,â‚¹145,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Kurmannapalem to Tea Stall in Siripuram. Road distance approx 8.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02989,Auto Nagar,Tea Stall,Siripuram,10,33-38 mins,â‚¹90,â‚¹125,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Auto Nagar to Tea Stall in Siripuram. Road distance approx 10.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02990,Steel Plant,Tea Stall,Siripuram,12,40-45 mins,â‚¹105,â‚¹150,â‚¹190,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Steel Plant to Tea Stall in Siripuram. Road distance approx 12.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02991,Scindia,Tea Stall,Siripuram,4,13-18 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Scindia to Tea Stall in Siripuram. Road distance approx 4.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02992,One Town,Tea Stall,Siripuram,2.3,10-15 mins,â‚¹25,â‚¹35,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from One Town to Tea Stall in Siripuram. Road distance approx 2.3 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02993,Poorna Market,Tea Stall,Siripuram,2.7,12-17 mins,â‚¹30,â‚¹40,â‚¹60,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Poorna Market to Tea Stall in Siripuram. Road distance approx 2.7 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02994,RK Beach,Tea Stall,Siripuram,3.6,15-20 mins,â‚¹40,â‚¹50,â‚¹70,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from RK Beach to Tea Stall in Siripuram. Road distance approx 3.6 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02995,Rushikonda,Tea Stall,Siripuram,14.7,49-54 mins,â‚¹125,â‚¹180,â‚¹230,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Rushikonda to Tea Stall in Siripuram. Road distance approx 14.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02996,Lawson's Bay,Tea Stall,Siripuram,6.8,23-28 mins,â‚¹65,â‚¹90,â‚¹115,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Lawson's Bay to Tea Stall in Siripuram. Road distance approx 6.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02997,Hanumanthuwaka,Tea Stall,Siripuram,7,23-28 mins,â‚¹65,â‚¹90,â‚¹120,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Hanumanthuwaka to Tea Stall in Siripuram. Road distance approx 7.0 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02998,Arilova,Tea Stall,Siripuram,7.3,24-29 mins,â‚¹65,â‚¹95,â‚¹125,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Arilova to Tea Stall in Siripuram. Road distance approx 7.3 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP02999,Beach Road,Tea Stall,Siripuram,4.8,21-26 mins,â‚¹45,â‚¹65,â‚¹90,High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Beach Road to Tea Stall in Siripuram. Road distance approx 4.8 km with high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03000,Kailasagiri,Tea Stall,Siripuram,9.7,32-37 mins,â‚¹85,â‚¹120,â‚¹160,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM",Siripuram,Travel from Kailasagiri to Tea Stall in Siripuram. Road distance approx 9.7 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03001,Gajuwaka,Araku Hill Coffee VIP Road,MVP Colony,17.7,38-43 mins,â‚¹150,â‚¹220,â‚¹270,Low-Moderate,Cab,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Gajuwaka to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 17.7 km with low-moderate traffic. Cab recommended for this route in Visakhapatnam.
TRP03002,Kommadi,Araku Hill Coffee VIP Road,MVP Colony,10.2,22-27 mins,â‚¹90,â‚¹130,â‚¹165,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Kommadi to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 10.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03003,Madhurawada,Araku Hill Coffee VIP Road,MVP Colony,8.3,18-23 mins,â‚¹75,â‚¹105,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Madhurawada to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 8.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03004,PM Palem,Araku Hill Coffee VIP Road,MVP Colony,5.6,12-17 mins,â‚¹55,â‚¹75,â‚¹100,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from PM Palem to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 5.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03005,MVP Colony,Araku Hill Coffee VIP Road,MVP Colony,1.5,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from MVP Colony to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 1.5 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03006,Siripuram,Araku Hill Coffee VIP Road,MVP Colony,4.1,14-19 mins,â‚¹40,â‚¹55,â‚¹80,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Siripuram to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 4.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03007,Dwaraka Nagar,Araku Hill Coffee VIP Road,MVP Colony,2.9,10-15 mins,â‚¹30,â‚¹40,â‚¹65,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Dwaraka Nagar to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 2.9 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03008,Maddilapalem,Araku Hill Coffee VIP Road,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Maddilapalem to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03009,NAD Junction,Araku Hill Coffee VIP Road,MVP Colony,8.6,18-23 mins,â‚¹80,â‚¹110,â‚¹140,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from NAD Junction to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 8.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03010,Seethammadhara,Araku Hill Coffee VIP Road,MVP Colony,2,8-13 mins,â‚¹25,â‚¹30,â‚¹60,Low-Moderate,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Seethammadhara to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 2.0 km with low-moderate traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03011,Jagadamba,Araku Hill Coffee VIP Road,MVP Colony,6.2,21-26 mins,â‚¹60,â‚¹80,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Jagadamba to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 6.2 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03012,Asilmetta,Araku Hill Coffee VIP Road,MVP Colony,6.1,20-25 mins,â‚¹60,â‚¹80,â‚¹105,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Asilmetta to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 6.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03013,Railway Station,Araku Hill Coffee VIP Road,MVP Colony,7.1,24-29 mins,â‚¹65,â‚¹90,â‚¹120,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Railway Station to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 7.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03014,RTC Complex,Araku Hill Coffee VIP Road,MVP Colony,8.1,27-32 mins,â‚¹75,â‚¹105,â‚¹135,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from RTC Complex to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 8.1 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03015,Airport,Araku Hill Coffee VIP Road,MVP Colony,14.7,32-37 mins,â‚¹125,â‚¹180,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Airport to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 14.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03016,Pendurthi,Araku Hill Coffee VIP Road,MVP Colony,14.8,32-37 mins,â‚¹125,â‚¹185,â‚¹230,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Pendurthi to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 14.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03017,Gopalapatnam,Araku Hill Coffee VIP Road,MVP Colony,7.7,16-21 mins,â‚¹70,â‚¹100,â‚¹130,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Gopalapatnam to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 7.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03018,Kurmannapalem,Araku Hill Coffee VIP Road,MVP Colony,10.8,23-28 mins,â‚¹95,â‚¹135,â‚¹175,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Kurmannapalem to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 10.8 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03019,Auto Nagar,Araku Hill Coffee VIP Road,MVP Colony,12.7,27-32 mins,â‚¹110,â‚¹160,â‚¹200,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Auto Nagar to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 12.7 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03020,Steel Plant,Araku Hill Coffee VIP Road,MVP Colony,14.6,31-36 mins,â‚¹125,â‚¹180,â‚¹225,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Steel Plant to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 14.6 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03021,Scindia,Araku Hill Coffee VIP Road,MVP Colony,5.2,11-16 mins,â‚¹50,â‚¹70,â‚¹95,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Scindia to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 5.2 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03022,One Town,Araku Hill Coffee VIP Road,MVP Colony,6.4,21-26 mins,â‚¹60,â‚¹85,â‚¹110,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from One Town to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 6.4 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03023,Poorna Market,Araku Hill Coffee VIP Road,MVP Colony,6.8,23-28 mins,â‚¹65,â‚¹90,â‚¹115,Moderate-High,Rapido Bike,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Poorna Market to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 6.8 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03024,RK Beach,Araku Hill Coffee VIP Road,MVP Colony,4.6,15-20 mins,â‚¹45,â‚¹60,â‚¹85,Moderate-High,Rapido Bike,"08:30-10:30 AM, 05:30-08:00 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from RK Beach to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 4.6 km with moderate-high traffic. Rapido Bike recommended for this route in Visakhapatnam.
TRP03025,Rushikonda,Araku Hill Coffee VIP Road,MVP Colony,11.4,24-29 mins,â‚¹100,â‚¹145,â‚¹180,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Rushikonda to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 11.4 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03026,Lawson's Bay,Araku Hill Coffee VIP Road,MVP Colony,4.3,9-14 mins,â‚¹45,â‚¹60,â‚¹80,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Lawson's Bay to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 4.3 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
TRP03027,Hanumanthuwaka,Araku Hill Coffee VIP Road,MVP Colony,11.1,24-29 mins,â‚¹100,â‚¹140,â‚¹175,Low-Moderate,Auto,"09:00-11:00 AM, 05:00-07:30 PM","11:30 AM-04:00 PM, After 09:00 PM","VIP Road, Varun Health Care",Travel from Hanumanthuwaka to Araku Hill Coffee VIP Road in MVP Colony. Road distance approx 11.1 km with low-moderate traffic. Auto recommended for this route in Visakhapatnam.
