route_id,source_area,cafe_name,cafe_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
RTE02623,Railway Station,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Railway Station, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02624,RTC Complex,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02625,Airport,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,38A/99/Airport Special,Semi-Deluxe,"Airport, Bheemunipatnam Road, Rushikonda, Beach Road, RK Beach",28,60-70 mins,â‚¹40,5:00 AM,9:00 PM,30,0.4,Yes,Airport bus via coastal route to RK Beach. Great option for tourists.
RTE02626,Pendurthi,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Pendurthi, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02627,Gopalapatnam,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Gopalapatnam, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02628,Kurmannapalem,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Kurmannapalem, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02629,Auto Nagar,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Auto Nagar, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02630,Steel Plant,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Steel Plant, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02631,Scindia,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Scindia, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02632,One Town,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"One Town, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02633,Poorna Market,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Poorna Market, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02634,RK Beach,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300C/301,City Ordinary,Local stops within RK Beach,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from RK Beach to RK Beach Bus Stop. Short route within same area.
RTE02635,Rushikonda,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Rushikonda, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02636,Lawson's Bay,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02637,Hanumanthuwaka,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Hanumanthuwaka, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02638,Arilova,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"Arilova, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02639,Beach Road,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02640,Kailasagiri,CoffeeWave and The Thickshake Factory,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Kailasagiri, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02641,Gajuwaka,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02642,Kommadi,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02643,Madhurawada,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02644,PM Palem,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02645,MVP Colony,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"MVP Colony, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02646,Siripuram,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02647,Dwaraka Nagar,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02648,Maddilapalem,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Maddilapalem, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02649,NAD Junction,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"NAD Junction, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02650,Seethammadhara,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02651,Jagadamba,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02652,Asilmetta,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Asilmetta, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02653,Railway Station,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Railway Station, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02654,RTC Complex,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02655,Airport,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,38A/99/Airport Special,Semi-Deluxe,"Airport, Bheemunipatnam Road, Rushikonda, Beach Road, RK Beach",28,60-70 mins,â‚¹40,5:00 AM,9:00 PM,30,0.4,Yes,Airport bus via coastal route to RK Beach. Great option for tourists.
RTE02656,Pendurthi,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Pendurthi, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02657,Gopalapatnam,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Gopalapatnam, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02658,Kurmannapalem,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Kurmannapalem, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02659,Auto Nagar,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Auto Nagar, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02660,Steel Plant,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Steel Plant, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02661,Scindia,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Scindia, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02662,One Town,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"One Town, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02663,Poorna Market,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Poorna Market, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02664,RK Beach,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300C/301,City Ordinary,Local stops within RK Beach,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from RK Beach to RK Beach Bus Stop. Short route within same area.
RTE02665,Rushikonda,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Rushikonda, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02666,Lawson's Bay,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02667,Hanumanthuwaka,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Hanumanthuwaka, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02668,Arilova,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"Arilova, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02669,Beach Road,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02670,Kailasagiri,Sun sip mini cafe,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Kailasagiri, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02671,Gajuwaka,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02672,Kommadi,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02673,Madhurawada,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02674,PM Palem,Creme Shakes,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02675,MVP Colony,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"MVP Colony, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02676,Siripuram,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02677,Dwaraka Nagar,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02678,Maddilapalem,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Maddilapalem, Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02679,NAD Junction,Creme Shakes,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"NAD Junction, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02680,Seethammadhara,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/28B,City Ordinary,"Dwaraka Nagar/Seethammadhara, Siripuram, Waltair, RK Beach",9,25-30 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,City bus from north Vizag residential areas to RK Beach.
RTE02681,Jagadamba,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02682,Asilmetta,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Asilmetta, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02683,Railway Station,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Railway Station, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02684,RTC Complex,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02685,Airport,Creme Shakes,RK Beach,RK Beach Bus Stop,38A/99/Airport Special,Semi-Deluxe,"Airport, Bheemunipatnam Road, Rushikonda, Beach Road, RK Beach",28,60-70 mins,â‚¹40,5:00 AM,9:00 PM,30,0.4,Yes,Airport bus via coastal route to RK Beach. Great option for tourists.
RTE02686,Pendurthi,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Pendurthi, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02687,Gopalapatnam,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Gopalapatnam, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02688,Kurmannapalem,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Kurmannapalem, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02689,Auto Nagar,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Auto Nagar, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02690,Steel Plant,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Steel Plant, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02691,Scindia,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Scindia, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02692,One Town,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"One Town, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02693,Poorna Market,Creme Shakes,RK Beach,RK Beach Bus Stop,300/999/Beach Special/28B,City Ordinary,"Poorna Market, RTC Complex/Jagadamba, Siripuram, Waltair, RK Beach",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from central Vizag to RK Beach. Popular tourist route.
RTE02694,RK Beach,Creme Shakes,RK Beach,RK Beach Bus Stop,300C/301,City Ordinary,Local stops within RK Beach,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from RK Beach to RK Beach Bus Stop. Short route within same area.
RTE02695,Rushikonda,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Rushikonda, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02696,Lawson's Bay,Creme Shakes,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02697,Hanumanthuwaka,Creme Shakes,RK Beach,RK Beach Bus Stop,28V/28C/999/Beach Special,City Ordinary,"Hanumanthuwaka, Gajuwaka, NAD Jn, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹30,5:00 AM,10:00 PM,15,0.3,Yes,APSRTC city bus from Gajuwaka area through city center to Beach Road. Tourist-friendly route.
RTE02698,Arilova,Creme Shakes,RK Beach,RK Beach Bus Stop,52V/999/Beach Special,City Ordinary,"Arilova, PM Palem, NAD Jn, Old Town, RTC Complex, Jagadamba, RK Beach",22,55-65 mins,â‚¹25,5:00 AM,10:00 PM,20,0.3,Yes,Bus from PM Palem/NAD area via city center to RK Beach.
RTE02699,Beach Road,Creme Shakes,RK Beach,RK Beach Bus Stop,300/28B/Beach Special,City Ordinary,"RK Beach, Waltair, Lawson's Bay, Beach Road",3,12-15 mins,â‚¹10,5:00 AM,11:00 PM,10,0.2,Yes,Local city bus along Beach Road connecting RK Beach and surrounding areas.
RTE02700,Kailasagiri,Creme Shakes,RK Beach,RK Beach Bus Stop,99/217/Beach Special,City Ordinary,"Kailasagiri, Madhurawada/Kommadi, Bheemunipatnam Road, Lawson's Bay, Beach Road, RK Beach",15,35-45 mins,â‚¹20,5:30 AM,10:30 PM,20,0.3,Yes,Scenic coastal bus route from northern suburbs along Beach Road to RK Beach.
RTE02701,Gajuwaka,Kalyani Kafe,Gajuwaka,Gajuwaka Bus Stop,300C/301,City Ordinary,Local stops within Gajuwaka,1.5,10-15 mins,â‚¹10,5:30 AM,10:00 PM,15,0.2,Yes,Local city bus from Gajuwaka to Gajuwaka Bus Stop. Short route within same area.
RTE02702,Kommadi,Kalyani Kafe,Gajuwaka,Gajuwaka Bus Stop,99/28V/400,City Express,"Kommadi, Rushikonda, Beach Road, Siripuram, RTC Complex, NAD Jn, Steel Plant, Gajuwaka",35,80-95 mins,â‚¹45,5:30 AM,9:30 PM,25,0.5,No,Long cross-city route from northern suburbs through city center to southern industrial zone.
